桩号(km),左高程(mm),右高程(mm),速度(m/s)
0.96050,49.97,,2.61
0.96060,49.90,,2.66
0.96070,49.67,,2.72
0.96080,49.60,,2.78
0.96090,49.52,,2.86
0.96100,49.51,,2.87
0.96110,49.70,,2.99
0.96120,49.44,,2.98
0.96130,49.49,,3.05
0.96140,49.29,,3.12
0.96150,49.14,,3.18
0.96160,48.57,,3.22
0.96170,47.58,,3.27
0.96180,46.30,,3.31
0.96190,45.97,,3.33
0.96200,45.35,,3.42
0.96210,45.19,,3.44
0.96220,45.04,,3.51
0.96230,44.30,,3.50
0.96240,43.37,,3.58
0.96250,43.80,,3.56
0.96260,44.32,,3.69
0.96270,45.21,,3.68
0.96280,45.33,,3.73
0.96290,43.96,,3.78
0.96300,43.78,,3.76
0.96310,43.98,,3.82
0.96320,44.58,,3.87
0.96330,44.97,,4.01
0.96340,44.25,,3.94
0.96350,43.45,,3.89
0.96360,45.28,,4.11
0.96370,46.23,,4.11
0.96380,44.76,,4.05
0.96390,45.56,,4.15
0.96400,45.96,,4.14
0.96410,45.73,,4.28
0.96420,45.61,,4.22
0.96430,44.82,,4.24
0.96440,44.94,,4.41
0.96450,45.62,,4.33
0.96460,45.98,,4.28
0.96470,45.81,,4.46
0.96480,45.66,,4.42
0.96490,44.94,,4.41
0.96500,45.24,,4.52
0.96510,45.85,,4.46
0.96520,46.13,,4.57
0.96530,45.92,,4.62
0.96540,45.68,,4.63
0.96550,45.32,,4.56
0.96560,45.34,,4.57
0.96570,45.92,,4.73
0.96580,46.38,,4.78
0.96590,46.15,,4.73
0.96600,45.54,,4.67
0.96610,45.87,,4.73
0.96620,46.34,,4.78
0.96630,46.42,,4.91
0.96640,46.24,,4.73
0.96650,46.46,,4.85
0.96660,46.41,,4.91
0.96670,46.28,,4.84
0.96680,46.26,,4.91
0.96690,46.45,,5.03
0.96700,46.31,,4.91
0.96710,46.48,,5.03
0.96720,46.47,,5.03
0.96730,47.05,,4.96
0.96740,47.15,,5.09
0.96750,47.25,,5.16
0.96760,46.94,,5.09
0.96770,46.89,,5.03
0.96780,46.82,,5.22
0.96790,46.23,,5.23
0.96800,46.08,,5.22
0.96810,46.53,,5.23
0.96820,46.74,,5.29
0.96830,46.79,,5.23
0.96840,46.56,,5.37
0.96850,46.19,,5.37
0.96860,46.10,,5.44
0.96870,46.60,,5.37
0.96880,47.11,,5.29
0.96890,47.35,,5.52
0.96900,47.29,,5.51
0.96910,47.41,,5.52
0.96920,47.70,,5.51
0.96930,47.40,,5.52
0.96940,47.58,,5.67
0.96950,47.84,,5.59
0.96960,47.42,,5.67
0.96970,47.40,,5.59
0.96980,47.03,,5.67
0.96990,46.68,,5.83
0.97000,46.89,,5.93
0.97010,46.89,,5.75
0.97020,46.96,,5.59
0.97030,46.62,,5.75
0.97040,46.15,,6.02
0.97050,46.64,,6.10
0.97060,47.00,,5.83
0.97070,47.79,,5.75
0.97080,48.07,,5.92
0.97090,47.83,,6.02
0.97100,47.88,,5.92
0.97110,47.83,,6.02
0.97120,48.04,,6.10
0.97130,47.71,,6.11
0.97140,48.13,,6.01
0.97150,48.09,,6.02
0.97160,48.23,,6.10
0.97170,48.42,,6.10
0.97180,48.23,,6.20
0.97190,47.97,,6.19
0.97200,48.02,,6.20
0.97210,48.38,,6.14
0.97220,48.70,,6.25
0.97230,49.23,,6.29
0.97240,49.88,,6.30
0.97250,50.90,,6.39
0.97260,51.08,,6.19
0.97270,51.05,,6.25
0.97280,51.04,,6.34
0.97290,50.62,,6.40
0.97300,50.56,,6.39
0.97310,50.82,,6.40
0.97320,51.16,,6.44
0.97330,50.91,,6.46
0.97340,51.46,,6.39
0.97350,51.78,,6.51
0.97360,52.10,,6.49
0.97370,52.25,,6.60
0.97380,52.80,,6.56
0.97390,52.86,,6.44
0.97400,53.16,,6.56
0.97410,53.58,,6.60
0.97420,53.98,,6.62
0.97430,54.85,,6.65
0.97440,55.41,,6.62
0.97450,55.60,,6.60
0.97460,55.87,,6.71
0.97470,56.39,,6.73
0.97480,56.78,,6.71
0.97490,57.28,,6.62
0.97500,57.13,,6.71
0.97510,56.87,,6.73
0.97520,56.76,,6.94
0.97530,57.16,,6.85
0.97540,58.37,,6.60
0.97550,58.75,,6.79
0.97560,58.55,,6.88
0.97570,57.91,,6.82
0.97580,57.32,,6.97
0.97590,56.98,,6.88
0.97600,57.12,,6.91
0.97610,57.04,,6.82
0.97620,56.26,,6.97
0.97630,55.59,,6.94
0.97640,55.66,,6.97
0.97650,55.14,,7.00
0.97660,54.78,,7.00
0.97670,54.54,,6.97
0.97680,54.12,,7.00
0.97690,54.59,,7.03
0.97700,54.59,,7.06
0.97710,54.75,,7.22
0.97720,55.04,,7.06
0.97730,55.34,,7.03
0.97740,54.84,,7.00
0.97750,54.20,,7.09
0.97760,54.23,,7.32
0.97770,54.11,,7.19
0.97780,54.46,,7.22
0.97790,54.80,,7.19
0.97800,54.74,,7.09
0.97810,54.94,,7.19
0.97820,54.54,,7.22
0.97830,54.31,,7.32
0.97840,54.13,,7.35
0.97850,53.90,,7.32
0.97860,53.67,,7.19
0.97870,53.13,,7.22
0.97880,53.09,,7.32
0.97890,52.73,,7.42
0.97900,53.11,,7.45
0.97910,53.46,,7.42
0.97920,53.81,,7.32
0.97930,53.97,,7.35
0.97940,54.32,,7.45
0.97950,55.08,,7.49
0.97960,55.13,,7.45
0.97970,55.21,,7.38
0.97980,55.09,,7.42
0.97990,55.13,,7.59
0.98000,54.93,,7.56
0.98010,54.90,,7.52
0.98020,54.64,,7.49
0.98030,54.52,,7.45
0.98040,54.69,,7.64
0.98050,54.62,,7.66
0.98060,54.62,,7.64
0.98070,54.61,,7.52
0.98080,54.70,,7.59
0.98090,54.74,,7.71
0.98100,54.91,,7.81
0.98110,55.16,,7.64
0.98120,54.89,,7.66
0.98130,54.48,,7.64
0.98140,54.66,,7.66
0.98150,54.99,,7.79
0.98160,55.16,,7.81
0.98170,55.19,,7.81
0.98180,55.04,,7.79
0.98190,54.84,,7.81
0.98200,54.79,,7.86
0.98210,54.97,,7.74
0.98220,55.07,,7.79
0.98230,55.21,,7.89
0.98240,54.88,,7.94
0.98250,54.48,,7.97
0.98260,54.27,,7.94
0.98270,54.13,,7.81
0.98280,53.74,,7.81
0.98290,53.19,,7.86
0.98300,52.57,,8.13
0.98310,52.90,,8.19
0.98320,52.68,,8.05
0.98330,52.50,,8.02
0.98340,52.11,,7.97
0.98350,51.98,,7.86
0.98360,51.71,,8.05
0.98370,51.39,,8.13
0.98380,51.17,,8.10
0.98390,51.26,,8.21
0.98400,50.78,,8.10
0.98410,50.29,,8.05
0.98420,49.89,,8.10
0.98430,49.59,,8.30
0.98440,49.27,,8.27
0.98450,49.12,,8.21
0.98460,49.16,,8.19
0.98470,48.74,,8.05
0.98480,47.98,,8.30
0.98490,47.65,,8.36
0.98500,47.53,,8.38
0.98510,47.63,,8.27
0.98520,47.36,,8.38
0.98530,47.32,,8.36
0.98540,46.86,,8.30
0.98550,46.06,,8.27
0.98560,45.28,,8.38
0.98570,45.45,,8.47
0.98580,45.13,,8.45
0.98590,44.86,,8.47
0.98600,44.61,,8.45
0.98610,44.32,,8.38
0.98620,44.32,,8.54
0.98630,43.93,,8.47
0.98640,43.93,,8.45
0.98650,43.13,,8.38
0.98660,42.17,,8.54
0.98670,41.74,,8.65
0.98680,41.62,,8.75
0.98690,42.10,,8.73
0.98700,42.79,,8.56
0.98710,43.30,,8.54
0.98720,43.36,,8.56
0.98730,43.27,,8.54
0.98740,43.14,,8.65
0.98750,43.41,,8.73
0.98760,43.65,,8.84
0.98770,43.77,,8.84
0.98780,43.87,,8.63
0.98790,44.13,,8.65
0.98800,44.52,,8.82
0.98810,44.86,,8.84
0.98820,45.06,,8.73
0.98830,45.09,,8.75
0.98840,45.22,,8.73
0.98850,45.52,,8.75
0.98860,45.69,,8.82
0.98870,45.84,,8.94
0.98880,45.65,,8.94
0.98890,46.08,,8.82
0.98900,46.17,,8.84
0.98910,46.56,,8.82
0.98920,46.72,,8.94
0.98930,47.02,,9.13
0.98940,47.19,,9.15
0.98950,47.54,,9.13
0.98960,47.72,,8.94
0.98970,47.69,,8.65
0.98980,47.70,,8.73
0.98990,47.60,,8.94
0.99000,47.82,,9.34
0.99010,48.45,,9.36
0.99020,48.94,,9.13
0.99030,49.30,,9.04
0.99040,49.37,,8.92
0.99050,49.59,,8.94
0.99060,49.70,,9.23
0.99070,50.07,,9.25
0.99080,50.29,,9.15
0.99090,50.60,,9.13
0.99100,50.98,,9.04
0.99110,51.19,,9.13
0.99120,51.90,,9.36
0.99130,52.22,,9.23
0.99140,52.39,,9.25
0.99150,52.69,,9.34
0.99160,52.98,,9.15
0.99170,53.43,,9.15
0.99180,53.68,,9.23
0.99190,53.82,,9.36
0.99200,53.96,,9.34
0.99210,54.12,,9.36
0.99220,54.30,,9.34
0.99230,54.61,,9.25
0.99240,54.63,,9.23
0.99250,54.41,,9.36
0.99260,54.30,,9.45
0.99270,54.25,,9.47
0.99280,54.35,,9.47
0.99290,54.45,,9.34
0.99300,54.36,,9.36
0.99310,54.58,,9.45
0.99320,54.64,,9.47
0.99330,54.19,,9.45
0.99340,54.24,,9.47
0.99350,54.33,,9.45
0.99360,54.50,,9.47
0.99370,54.58,,9.47
0.99380,55.07,,9.80
0.99390,55.16,,9.58
0.99400,54.81,,9.57
0.99410,54.92,,9.36
0.99420,55.38,,9.45
0.99430,55.49,,9.47
0.99440,55.78,,9.57
0.99450,55.91,,9.81
0.99460,55.73,,9.80
0.99470,55.92,,9.58
0.99480,56.13,,9.58
0.99490,56.26,,9.57
0.99500,56.55,,9.70
0.99510,56.42,,9.69
0.99520,56.39,,9.81
0.99530,56.68,,9.93
0.99540,57.05,,9.58
0.99550,57.46,,9.23
0.99560,57.96,,9.58
0.99570,59.36,,10.06
0.99580,61.46,,9.93
0.99590,62.14,,9.81
0.99600,62.42,,9.80
0.99610,60.08,,9.36
0.99620,59.82,,9.34
0.99630,60.28,,9.94
0.99640,60.65,,10.45
0.99650,60.67,,10.32
0.99660,60.78,,10.18
0.99670,60.86,,9.81
0.99680,61.00,,9.70
0.99690,61.19,,9.57
0.99700,61.42,,9.81
0.99710,61.67,,10.05
0.99720,62.01,,10.06
0.99730,62.01,,9.80
0.99740,61.98,,9.70
0.99750,62.40,,9.93
0.99760,62.42,,10.06
0.99770,62.45,,10.19
0.99780,62.42,,10.18
0.99790,62.39,,9.94
0.99800,62.32,,9.80
0.99810,62.55,,9.94
0.99820,62.61,,9.93
0.99830,62.61,,10.32
0.99840,62.65,,10.18
0.99850,63.00,,10.19
0.99860,63.04,,9.93
0.99870,62.83,,9.81
0.99880,63.06,,9.94
0.99890,62.90,,10.18
0.99900,63.02,,10.19
0.99910,62.89,,10.31
0.99920,62.74,,10.32
0.99930,62.80,,10.05
0.99940,62.76,,10.06
0.99950,62.89,,10.05
0.99960,62.99,,10.19
0.99970,62.83,,10.19
0.99980,62.47,,10.31
0.99990,62.32,,10.32
1.00000,62.50,,10.18
1.00010,62.16,,10.32
1.00020,61.55,,10.05
1.00030,61.11,,10.19
1.00040,60.86,,10.18
1.00050,60.59,,10.32
1.00060,60.24,,10.31
1.00070,59.84,,10.32
1.00080,59.63,,10.32
1.00090,59.52,,10.45
1.00100,59.47,,10.32
1.00110,59.79,,10.31
1.00120,59.77,,10.32
1.00130,59.25,,10.18
1.00140,58.71,,10.32
1.00150,58.14,,10.45
1.00160,57.95,,10.32
1.00170,57.77,,10.45
1.00180,57.45,,10.45
1.00190,57.35,,10.32
1.00200,57.11,,10.45
1.00210,56.84,,10.45
1.00220,56.72,,10.45
1.00230,56.35,,10.32
1.00240,56.45,,10.45
1.00250,56.46,,10.59
1.00260,56.43,,10.45
1.00270,56.26,,10.45
1.00280,56.25,,10.32
1.00290,56.00,,10.18
1.00300,55.55,,10.59
1.00310,55.18,,10.59
1.00320,53.98,,10.45
1.00330,52.79,,10.45
1.00340,52.53,,10.32
1.00350,53.84,,10.45
1.00360,54.51,,10.45
1.00370,54.67,,10.59
1.00380,54.55,,10.59
1.00390,54.49,,10.73
1.00400,54.43,,10.73
1.00410,54.43,,10.45
1.00420,54.49,,10.31
1.00430,54.03,,10.32
1.00440,54.03,,10.45
1.00450,54.17,,10.59
1.00460,54.33,,10.59
1.00470,54.36,,10.73
1.00480,53.86,,10.73
1.00490,53.80,,10.45
1.00500,53.53,,10.45
1.00510,53.57,,10.45
1.00520,53.55,,10.45
1.00530,53.30,,10.73
1.00540,53.06,,10.73
1.00550,52.93,,10.73
1.00560,52.48,,10.59
1.00570,51.89,,10.45
1.00580,51.38,,10.31
1.00590,51.31,,10.59
1.00600,51.21,,10.59
1.00610,50.98,,10.88
1.00620,51.10,,10.88
1.00630,50.77,,10.73
1.00640,50.46,,10.73
1.00650,50.30,,10.45
1.00660,49.85,,10.59
1.00670,49.52,,10.59
1.00680,48.93,,10.73
1.00690,48.62,,10.73
1.00700,48.13,,10.73
1.00710,47.76,,10.73
1.00720,47.80,,10.59
1.00730,47.88,,10.59
1.00740,47.71,,10.59
1.00750,47.47,,10.59
1.00760,47.12,,10.88
1.00770,47.02,,10.73
1.00780,46.89,,10.73
1.00790,46.69,,10.73
1.00800,46.71,,10.59
1.00810,46.46,,10.45
1.00820,46.32,,10.73
1.00830,46.17,,10.88
1.00840,45.68,,10.88
1.00850,45.48,,10.88
1.00860,45.05,,10.59
1.00870,44.65,,10.73
1.00880,44.37,,10.59
1.00890,44.57,,10.73
1.00900,44.45,,10.88
1.00910,44.11,,10.73
1.00920,43.72,,10.73
1.00930,43.29,,10.73
1.00940,43.03,,10.73
1.00950,42.92,,10.59
1.00960,42.96,,10.73
1.00970,42.74,,10.73
1.00980,42.64,,10.88
1.00990,42.38,,10.78
1.01000,42.10,,10.83
1.01010,41.93,,10.73
1.01020,41.66,,10.73
1.01030,41.69,,10.73
1.01040,41.47,,10.73
1.01050,41.31,,10.73
1.01060,41.31,,10.73
1.01070,41.66,,10.88
1.01080,41.80,,10.88
1.01090,41.66,,10.73
1.01100,40.97,,10.88
1.01110,40.49,,10.73
1.01120,40.03,,10.73
1.01130,39.96,,10.73
1.01140,39.86,,10.73
1.01150,39.58,,10.88
1.01160,39.20,,10.88
1.01170,39.16,,10.88
1.01180,39.07,,10.88
1.01190,39.13,,10.88
1.01200,38.96,,10.88
1.01210,38.48,,10.73
1.01220,38.19,,10.73
1.01230,38.00,,10.73
1.01240,37.63,,10.73
1.01250,37.99,,10.73
1.01260,38.43,,10.88
1.01270,38.65,,11.02
1.01280,38.58,,11.02
1.01290,38.18,,11.03
1.01300,37.54,,10.88
1.01310,37.19,,10.73
1.01320,37.11,,10.59
1.01330,37.38,,10.88
1.01340,37.28,,11.02
1.01350,37.18,,11.03
1.01360,36.99,,11.02
1.01370,36.82,,10.88
1.01380,36.73,,10.73
1.01390,36.86,,10.83
1.01400,36.84,,10.78
1.01410,36.62,,10.88
1.01420,36.22,,11.03
1.01430,36.36,,11.18
1.01440,36.14,,10.88
1.01450,36.11,,10.88
1.01460,36.38,,10.73
1.01470,36.53,,10.73
1.01480,36.38,,10.73
1.01490,36.25,,10.88
1.01500,36.72,,11.02
1.01510,36.93,,11.03
1.01520,36.88,,10.88
1.01530,37.10,,10.88
1.01540,37.17,,10.88
1.01550,37.32,,10.88
1.01560,37.18,,10.88
1.01570,36.85,,11.03
1.01580,36.90,,11.02
1.01590,36.59,,10.88
1.01600,36.22,,10.73
1.01610,36.43,,10.88
1.01620,37.16,,10.73
1.01630,37.50,,10.88
1.01640,37.73,,10.88
1.01650,37.84,,11.02
1.01660,38.47,,11.03
1.01670,38.35,,11.02
1.01680,38.02,,10.88
1.01690,37.83,,10.88
1.01700,37.94,,10.73
1.01710,38.41,,10.73
1.01720,38.54,,10.88
1.01730,38.41,,11.03
1.01740,38.37,,11.18
1.01750,38.04,,10.88
1.01760,37.75,,10.73
1.01770,37.73,,10.59
1.01780,38.01,,10.73
1.01790,38.39,,10.88
1.01800,38.73,,11.03
1.01810,38.50,,11.18
1.01820,38.17,,11.03
1.01830,38.05,,10.97
1.01840,38.08,,10.78
1.01850,38.14,,10.59
1.01860,38.11,,10.88
1.01870,38.74,,10.88
1.01880,38.99,,10.97
1.01890,39.13,,11.13
1.01900,39.23,,11.13
1.01910,39.09,,10.88
1.01920,39.06,,10.59
1.01930,39.22,,10.73
1.01940,39.72,,10.59
1.01950,39.42,,10.88
1.01960,39.42,,11.02
1.01970,39.42,,11.03
1.01980,39.80,,10.88
1.01990,40.00,,10.88
1.02000,40.10,,10.88
1.02010,39.81,,10.88
1.02020,39.70,,10.73
1.02030,39.87,,10.83
1.02040,39.76,,10.78
1.02050,39.91,,10.88
1.02060,40.13,,11.03
1.02070,40.36,,10.88
1.02080,40.67,,10.73
1.02090,40.93,,10.73
1.02100,41.47,,10.73
1.02110,41.76,,11.03
1.02120,41.73,,11.02
1.02130,41.75,,10.93
1.02140,41.71,,10.97
1.02150,41.67,,10.73
1.02160,41.98,,10.73
1.02170,42.06,,10.73
1.02180,42.24,,10.73
1.02190,42.69,,10.88
1.02200,42.99,,10.88
1.02210,42.93,,11.02
1.02220,43.12,,10.83
1.02230,43.41,,10.78
1.02240,43.15,,10.59
1.02250,42.97,,10.73
1.02260,42.99,,10.88
1.02270,43.46,,10.88
1.02280,43.50,,11.02
1.02290,43.33,,11.03
1.02300,42.83,,11.02
1.02310,42.36,,10.88
1.02320,42.01,,10.59
1.02330,41.88,,10.59
1.02340,41.86,,10.59
1.02350,42.39,,10.73
1.02360,42.99,,11.02
1.02370,42.99,,11.03
1.02380,42.54,,11.07
1.02390,42.43,,10.97
1.02400,41.82,,10.73
1.02410,42.10,,10.59
1.02420,42.16,,10.59
1.02430,42.85,,10.73
1.02440,43.37,,10.88
1.02450,43.80,,11.02
1.02460,44.23,,11.19
1.02470,44.29,,10.88
1.02480,44.39,,10.73
1.02490,44.20,,10.45
1.02500,44.30,,10.73
1.02510,44.43,,10.88
1.02520,43.82,,10.88
1.02530,43.59,,11.03
1.02540,43.79,,10.88
1.02550,44.24,,10.88
1.02560,44.49,,10.73
1.02570,44.80,,10.73
1.02580,44.91,,10.88
1.02590,44.87,,10.88
1.02600,44.93,,10.73
1.02610,45.15,,10.88
1.02620,45.45,,10.88
1.02630,45.54,,10.88
1.02640,45.67,,10.88
1.02650,45.97,,10.73
1.02660,46.31,,10.88
1.02670,46.32,,10.73
1.02680,46.30,,10.88
1.02690,45.94,,10.73
1.02700,45.88,,10.73
1.02710,45.96,,10.73
1.02720,46.45,,10.88
1.02730,47.41,,10.88
1.02740,47.73,,11.02
1.02750,47.89,,10.88
1.02760,47.87,,10.73
1.02770,48.09,,10.73
1.02780,48.34,,10.73
1.02790,48.65,,10.73
1.02800,48.50,,10.73
1.02810,48.77,,10.73
1.02820,49.07,,10.88
1.02830,49.40,,10.73
1.02840,49.37,,10.88
1.02850,49.63,,10.88
1.02860,49.74,,10.88
1.02870,50.10,,10.88
1.02880,49.94,,10.73
1.02890,50.16,,10.88
1.02900,50.42,,10.59
1.02910,50.40,,10.73
1.02920,50.28,,10.73
1.02930,50.48,,10.73
1.02940,50.85,,10.88
1.02950,50.91,,10.88
1.02960,50.77,,10.88
1.02970,50.61,,10.73
1.02980,50.15,,10.73
1.02990,50.07,,10.59
1.03000,50.37,,10.73
1.03010,50.70,,10.73
1.03020,50.84,,11.03
1.03030,51.11,,11.02
1.03040,51.07,,10.88
1.03050,50.56,,10.88
1.03060,49.98,,10.59
1.03070,49.92,,10.45
1.03080,50.14,,10.59
1.03090,50.54,,10.88
1.03100,50.80,,10.88
1.03110,50.13,,11.03
1.03120,49.55,,10.73
1.03130,50.12,,10.73
1.03140,50.37,,10.59
1.03150,50.57,,10.59
1.03160,50.46,,10.73
1.03170,50.35,,10.88
1.03180,50.25,,11.02
1.03190,50.19,,10.88
1.03200,49.91,,10.73
1.03210,49.94,,10.73
1.03220,49.89,,10.59
1.03230,49.43,,10.73
1.03240,49.04,,10.83
1.03250,48.49,,10.78
1.03260,48.78,,10.73
1.03270,48.95,,10.73
1.03280,49.02,,10.73
1.03290,48.62,,10.88
1.03300,48.12,,10.73
1.03310,47.76,,10.73
1.03320,47.85,,10.73
1.03330,47.75,,10.73
1.03340,48.16,,10.88
1.03350,48.27,,10.88
1.03360,47.67,,10.73
1.03370,47.58,,10.73
1.03380,47.86,,10.59
1.03390,47.98,,10.59
1.03400,47.77,,10.73
1.03410,47.44,,10.88
1.03420,47.27,,10.88
1.03430,47.07,,10.59
1.03440,47.17,,10.73
1.03450,47.43,,10.73
1.03460,47.30,,10.73
1.03470,46.89,,10.73
1.03480,46.48,,10.73
1.03490,46.67,,10.73
1.03500,46.50,,10.59
1.03510,46.49,,10.88
1.03520,46.64,,10.73
1.03530,47.11,,10.73
1.03540,47.44,,10.59
1.03550,47.29,,10.73
1.03560,47.32,,10.73
1.03570,47.29,,10.59
1.03580,47.20,,10.73
1.03590,47.04,,10.73
1.03600,46.80,,10.73
1.03610,46.58,,10.73
1.03620,46.07,,10.73
1.03630,46.13,,10.59
1.03640,45.95,,10.59
1.03650,45.86,,10.45
1.03660,46.04,,10.59
1.03670,46.17,,10.88
1.03680,46.40,,10.88
1.03690,46.22,,10.88
1.03700,46.17,,10.73
1.03710,46.34,,10.59
1.03720,45.69,,10.32
1.03730,44.92,,10.31
1.03740,44.88,,10.59
1.03750,45.31,,10.73
1.03760,45.31,,11.02
1.03770,44.83,,11.03
1.03780,44.43,,10.73
1.03790,43.72,,10.59
1.03800,43.60,,10.31
1.03810,44.05,,10.45
1.03820,44.25,,10.59
1.03830,44.03,,10.88
1.03840,43.54,,11.03
1.03850,43.10,,10.88
1.03860,43.22,,10.45
1.03870,43.05,,10.32
1.03880,43.13,,10.45
1.03890,42.83,,10.59
1.03900,42.57,,10.73
1.03910,42.41,,10.73
1.03920,42.51,,10.88
1.03930,42.34,,10.59
1.03940,42.02,,10.32
1.03950,41.68,,10.59
1.03960,41.45,,10.59
1.03970,41.37,,10.88
1.03980,40.82,,10.88
1.03990,40.34,,10.73
1.04000,40.05,,10.59
1.04010,40.11,,10.45
1.04020,39.96,,10.31
1.04030,39.65,,10.45
1.04040,39.60,,10.73
1.04050,39.55,,10.73
1.04060,39.38,,10.73
1.04070,39.14,,10.73
1.04080,38.97,,10.45
1.04090,38.98,,10.32
1.04100,39.22,,10.45
1.04110,39.09,,10.45
1.04120,38.99,,10.73
1.04130,38.69,,10.88
1.04140,38.33,,10.78
1.04150,37.93,,10.68
1.04160,37.49,,10.32
1.04170,37.63,,10.45
1.04180,37.89,,10.45
1.04190,37.77,,10.59
1.04200,37.54,,10.59
1.04210,37.53,,10.59
1.04220,37.31,,10.59
1.04230,37.09,,10.59
1.04240,36.31,,10.45
1.04250,36.00,,10.45
1.04260,36.12,,10.31
1.04270,36.40,,10.45
1.04280,36.72,,10.73
1.04290,36.45,,10.73
1.04300,36.16,,10.73
1.04310,35.38,,10.45
1.04320,35.31,,10.32
1.04330,35.29,,10.18
1.04340,35.35,,10.32
1.04350,34.97,,10.45
1.04360,34.85,,10.59
1.04370,34.65,,10.59
1.04380,34.88,,10.59
1.04390,35.01,,10.45
1.04400,34.47,,10.45
1.04410,34.08,,10.32
1.04420,34.70,,10.31
1.04430,35.22,,10.45
1.04440,35.52,,10.45
1.04450,35.88,,10.59
1.04460,35.96,,10.45
1.04470,35.68,,10.45
1.04480,35.39,,10.05
1.04490,35.50,,10.32
1.04500,35.49,,10.32
1.04510,35.74,,10.59
1.04520,35.80,,10.45
1.04530,35.68,,10.45
1.04540,35.85,,10.19
1.04550,36.22,,10.05
1.04560,36.28,,10.06
1.04570,36.31,,10.45
1.04580,36.84,,10.45
1.04590,36.89,,10.45
1.04600,37.00,,10.31
1.04610,36.88,,10.32
1.04620,36.99,,10.05
1.04630,36.96,,10.19
1.04640,37.08,,10.18
1.04650,37.37,,10.19
1.04660,37.51,,10.45
1.04670,37.64,,10.32
1.04680,37.59,,10.31
1.04690,38.00,,10.19
1.04700,37.98,,10.19
1.04710,38.11,,10.05
1.04720,38.37,,10.19
1.04730,38.68,,10.18
1.04740,38.95,,10.19
1.04750,38.90,,10.05
1.04760,38.98,,10.06
1.04770,39.30,,9.93
1.04780,40.04,,10.06
1.04790,40.41,,10.19
1.04800,40.81,,10.18
1.04810,41.00,,10.06
1.04820,41.93,,10.05
1.04830,42.83,,10.06
1.04840,43.43,,9.93
1.04850,43.42,,10.06
1.04860,43.72,,10.05
1.04870,43.94,,9.81
1.04880,43.73,,9.80
1.04890,43.85,,9.81
1.04900,43.65,,9.94
1.04910,44.30,,10.05
1.04920,44.56,,10.06
1.04930,44.91,,9.93
1.04940,45.13,,9.81
1.04950,45.65,,9.80
1.04960,46.41,,9.81
1.04970,46.53,,9.93
1.04980,46.28,,9.94
1.04990,46.62,,9.81
1.05000,46.99,,9.69
1.05010,47.13,,9.70
1.05020,47.48,,9.57
1.05030,47.39,,9.58
1.05040,47.51,,9.80
1.05050,47.61,,9.81
1.05060,47.57,,9.93
1.05070,47.88,,9.81
1.05080,47.96,,9.69
1.05090,48.51,,9.58
1.05100,48.22,,9.47
1.05110,48.10,,9.45
1.05120,47.93,,9.70
1.05130,48.05,,9.80
1.05140,48.03,,9.81
1.05150,47.87,,9.69
1.05160,48.02,,9.58
1.05170,48.22,,9.34
1.05180,48.14,,9.47
1.05190,48.62,,9.58
1.05200,48.13,,9.57
1.05210,47.44,,9.58
1.05220,47.45,,9.45
1.05230,46.83,,9.47
1.05240,46.94,,9.45
1.05250,47.20,,9.36
1.05260,47.99,,9.45
1.05270,49.31,,9.36
1.05280,50.78,,9.34
1.05290,51.80,,9.47
1.05300,53.58,,9.47
1.05310,53.47,,9.34
1.05320,52.73,,9.15
1.05330,52.65,,9.13
1.05340,54.01,,9.36
1.05350,54.71,,9.45
1.05360,55.21,,9.47
1.05370,55.83,,9.45
1.05380,56.64,,9.25
1.05390,57.06,,9.25
1.05400,56.81,,9.23
1.05410,56.64,,9.36
1.05420,56.73,,9.13
1.05430,57.10,,9.25
1.05440,57.67,,9.23
1.05450,58.93,,9.36
1.05460,59.94,,9.34
1.05470,60.44,,9.25
1.05480,60.67,,9.23
1.05490,60.32,,9.15
1.05500,59.89,,9.04
1.05510,59.75,,9.13
1.05520,59.46,,9.04
1.05530,59.82,,9.23
1.05540,60.14,,9.47
1.05550,60.63,,9.45
1.05560,60.55,,9.36
1.05570,59.02,,9.13
1.05580,58.79,,8.84
1.05590,59.92,,8.94
1.05600,60.88,,9.23
1.05610,61.67,,9.58
1.05620,61.97,,9.69
1.05630,61.56,,9.36
1.05640,61.45,,9.02
1.05650,60.99,,8.75
1.05660,60.95,,8.82
1.05670,60.58,,9.25
1.05680,60.25,,9.57
1.05690,59.97,,9.36
1.05700,59.34,,9.25
1.05710,59.62,,9.02
1.05720,60.25,,9.15
1.05730,60.74,,9.23
1.05740,60.68,,9.36
1.05750,60.20,,9.23
1.05760,60.58,,9.04
1.05770,61.25,,9.02
1.05780,61.85,,9.15
1.05790,62.23,,9.15
1.05800,62.43,,9.45
1.05810,62.08,,9.25
1.05820,61.97,,9.13
1.05830,61.36,,9.04
1.05840,59.56,,9.13
1.05850,58.71,,9.15
1.05860,59.08,,9.23
1.05870,58.28,,9.25
1.05880,58.14,,9.34
1.05890,58.60,,9.15
1.05900,58.73,,9.25
1.05910,58.57,,9.13
1.05920,58.21,,9.15
1.05930,57.47,,9.02
1.05940,57.82,,9.15
1.05950,58.75,,9.34
1.05960,59.33,,9.36
1.05970,58.97,,9.34
1.05980,59.08,,9.15
1.05990,59.19,,9.13
1.06000,58.84,,9.25
1.06010,58.79,,9.36
1.06020,57.83,,9.34
