桩号(km),左高程(mm),右高程(mm),速度(m/s)
3.84060,29.58,,11.03
3.84070,30.47,,10.73
3.84080,30.92,,10.05
3.84090,32.58,,9.81
3.84100,33.94,,9.93
3.84110,33.25,,10.19
3.84120,34.36,,10.59
3.84130,35.01,,10.73
3.84140,34.75,,10.59
3.84150,34.73,,10.18
3.84160,35.02,,9.94
3.84170,35.05,,9.80
3.84180,35.29,,10.06
3.84190,35.92,,10.59
3.84200,35.98,,11.02
3.84210,36.01,,11.19
3.84220,35.14,,11.02
3.84230,36.22,,10.45
3.84240,37.96,,10.05
3.84250,38.70,,9.94
3.84260,39.95,,10.05
3.84270,39.71,,10.32
3.84280,40.67,,10.59
3.84290,41.85,,10.59
3.84300,43.01,,10.31
3.84310,44.48,,10.19
3.84320,46.46,,10.31
3.84330,46.94,,10.32
3.84340,49.02,,10.45
3.84350,50.99,,10.88
3.84360,53.35,,11.02
3.84370,54.69,,10.88
3.84380,54.45,,10.59
3.84390,55.66,,10.31
3.84400,57.31,,10.06
3.84410,56.88,,9.80
3.84420,59.84,,10.32
3.84430,62.22,,10.45
3.84440,63.74,,10.59
3.84450,64.96,,10.59
3.84460,66.10,,10.45
3.84470,67.21,,10.06
3.84480,67.68,,10.18
3.84490,68.60,,10.19
3.84500,69.36,,10.59
3.84510,69.62,,10.88
3.84520,70.08,,10.73
3.84530,71.09,,10.59
3.84540,72.03,,10.32
3.84550,72.26,,10.31
3.84560,72.29,,10.06
3.84570,72.23,,10.31
3.84580,71.88,,10.32
3.84590,71.85,,9.93
3.84600,72.61,,9.94
3.84610,72.53,,10.31
3.84620,72.99,,10.73
3.84630,73.64,,10.88
3.84640,73.48,,10.93
3.84650,71.49,,10.83
3.84660,70.92,,10.45
3.84670,69.70,,10.19
3.84680,70.11,,10.05
3.84690,69.68,,10.06
3.84700,68.81,,10.45
3.84710,67.98,,10.83
3.84720,68.10,,11.08
3.84730,66.85,,10.88
3.84740,65.05,,10.19
3.84750,65.33,,9.93
3.84760,65.68,,10.06
3.84770,66.14,,10.18
3.84780,67.44,,10.68
3.84790,67.97,,10.93
3.84800,67.08,,10.88
3.84810,65.63,,10.73
3.84820,66.17,,10.32
3.84830,66.52,,10.19
3.84840,68.36,,10.18
3.84850,69.95,,10.45
3.84860,71.18,,11.03
3.84870,71.74,,11.02
3.84880,72.40,,10.88
3.84890,71.69,,10.73
3.84900,72.28,,10.31
3.84910,73.91,,10.06
3.84920,75.99,,10.18
3.84930,77.56,,10.32
3.84940,77.94,,10.45
3.84950,80.82,,10.73
3.84960,82.32,,10.45
3.84970,82.56,,10.31
3.84980,84.14,,10.45
3.84990,86.74,,10.88
3.85000,88.61,,10.73
3.85010,89.94,,10.73
3.85020,88.90,,10.59
3.85030,92.20,,10.06
3.85040,93.98,,9.80
3.85050,95.74,,10.06
3.85060,96.56,,10.31
3.85070,98.78,,10.73
3.85080,99.17,,10.73
3.85090,99.82,,10.59
3.85100,100.87,,10.31
3.85110,101.52,,10.06
3.85120,101.45,,10.05
3.85130,101.66,,10.19
3.85140,102.21,,10.32
3.85150,103.73,,10.73
3.85160,104.93,,10.73
3.85170,104.79,,10.59
3.85180,103.65,,10.73
3.85190,100.91,,10.18
3.85200,101.31,,9.94
3.85210,99.70,,9.93
3.85220,98.41,,10.19
3.85230,96.83,,10.45
3.85240,95.52,,10.32
3.85250,94.28,,10.45
3.85260,91.46,,10.31
3.85270,89.18,,10.32
3.85280,85.84,,10.59
3.85290,84.15,,10.68
3.85300,83.74,,10.64
3.85310,83.28,,10.73
3.85320,82.52,,10.73
3.85330,81.94,,10.59
3.85340,80.06,,10.32
3.85350,77.90,,10.45
3.85360,78.13,,10.19
3.85370,78.78,,10.18
3.85380,78.52,,10.45
3.85390,77.60,,10.59
3.85400,76.22,,10.59
3.85410,74.37,,10.59
3.85420,72.77,,10.45
3.85430,72.43,,10.59
3.85440,70.83,,10.73
3.85450,68.80,,11.02
3.85460,66.14,,10.88
3.85470,64.88,,10.59
3.85480,63.23,,9.93
3.85490,62.82,,9.94
3.85500,62.94,,10.05
3.85510,64.37,,10.88
3.85520,64.34,,11.19
3.85530,63.59,,11.18
3.85540,62.61,,10.88
3.85550,62.23,,10.45
3.85560,60.40,,9.94
3.85570,59.08,,9.93
3.85580,55.34,,10.45
3.85590,53.78,,11.03
3.85600,52.99,,11.50
3.85610,51.48,,11.51
3.85620,50.25,,10.88
3.85630,50.31,,10.18
3.85640,48.73,,9.58
3.85650,48.95,,9.70
3.85660,47.63,,10.73
3.85670,47.74,,11.18
3.85680,48.80,,11.03
3.85690,46.73,,10.88
3.85700,45.80,,10.31
3.85710,46.14,,10.19
3.85720,44.73,,10.05
3.85730,42.85,,10.19
3.85740,41.75,,10.59
3.85750,42.10,,11.03
3.85760,41.89,,10.59
3.85770,42.06,,10.31
3.85780,42.23,,10.32
3.85790,43.47,,10.31
3.85800,43.89,,10.45
3.85810,43.52,,10.59
3.85820,43.22,,10.73
3.85830,42.91,,10.73
3.85840,42.57,,10.32
3.85850,41.53,,10.06
3.85860,40.23,,10.18
3.85870,40.10,,10.45
3.85880,40.97,,10.59
3.85890,37.99,,10.59
3.85900,36.70,,10.59
3.85910,37.59,,10.59
3.85920,38.43,,10.59
3.85930,38.41,,10.32
3.85940,36.49,,10.59
3.85950,37.51,,10.59
3.85960,39.33,,10.45
3.85970,38.56,,10.18
3.85980,37.20,,10.32
3.85990,38.60,,10.73
3.86000,37.44,,10.78
3.86010,35.08,,10.98
3.86020,31.96,,10.45
3.86030,31.71,,10.05
3.86040,32.14,,10.19
3.86050,32.96,,10.59
3.86060,32.75,,10.88
3.86070,31.19,,11.02
3.86080,30.89,,11.19
3.86090,31.95,,11.02
3.86100,32.39,,10.59
3.86110,31.27,,10.19
3.86120,29.95,,10.31
3.86130,29.83,,10.32
3.86140,29.14,,10.88
3.86150,28.92,,11.03
3.86160,29.10,,11.18
3.86170,28.85,,11.19
3.86180,28.56,,10.45
3.86190,26.91,,10.18
3.86200,27.11,,10.19
3.86210,29.99,,10.45
3.86220,30.82,,10.88
3.86230,31.50,,11.19
3.86240,32.28,,11.18
3.86250,32.06,,10.88
3.86260,31.95,,10.59
3.86270,31.54,,10.19
3.86280,31.60,,10.18
3.86290,32.66,,10.88
3.86300,33.63,,11.19
3.86310,33.31,,11.33
3.86320,31.92,,11.03
3.86330,31.97,,10.73
3.86340,32.25,,10.73
3.86350,30.96,,10.31
3.86360,29.45,,10.19
3.86370,27.36,,10.88
3.86380,26.70,,10.88
3.86390,26.55,,11.03
3.86400,25.52,,11.02
3.86410,24.75,,10.73
3.86420,24.57,,10.59
3.86430,24.43,,10.31
3.86440,24.59,,10.45
3.86450,25.47,,10.73
3.86460,26.91,,10.88
3.86470,27.10,,10.88
3.86480,23.78,,10.59
3.86490,23.37,,10.59
3.86500,26.94,,10.73
3.86510,27.79,,10.88
3.86520,27.94,,11.19
3.86530,28.90,,11.02
3.86540,30.10,,11.18
3.86550,31.98,,10.73
3.86560,33.43,,10.59
3.86570,34.77,,10.73
3.86580,36.76,,10.97
3.86590,37.96,,10.93
3.86600,36.87,,10.73
3.86610,36.26,,10.18
3.86620,36.55,,10.45
3.86630,39.77,,10.59
3.86640,41.05,,11.02
3.86650,39.81,,11.33
3.86660,40.02,,11.35
3.86670,40.74,,11.02
3.86680,43.57,,10.45
3.86690,42.82,,10.45
3.86700,41.77,,10.59
3.86710,41.38,,10.88
3.86720,39.90,,11.35
3.86730,39.42,,11.33
3.86740,38.89,,10.92
3.86750,38.09,,10.83
3.86760,38.43,,10.59
3.86770,39.07,,10.45
3.86780,38.36,,10.59
3.86790,36.22,,10.88
3.86800,35.74,,11.23
3.86810,34.69,,11.45
3.86820,33.52,,11.18
3.86830,32.46,,10.88
3.86840,31.64,,10.88
3.86850,32.16,,10.59
3.86860,33.33,,10.88
3.86870,34.45,,11.02
3.86880,35.89,,11.03
3.86890,36.49,,11.18
3.86900,35.97,,11.03
3.86910,36.17,,11.02
3.86920,36.82,,10.59
3.86930,35.13,,10.88
3.86940,34.09,,10.88
3.86950,35.37,,11.03
3.86960,32.81,,11.02
3.86970,32.59,,11.19
3.86980,33.81,,10.88
3.86990,35.77,,10.88
3.87000,37.24,,11.18
3.87010,40.80,,11.51
3.87020,37.03,,11.33
3.87030,35.80,,11.19
3.87040,35.12,,11.18
3.87050,34.03,,10.73
3.87060,32.03,,10.59
3.87070,31.05,,10.59
3.87080,30.97,,10.88
3.87090,32.27,,11.02
3.87100,33.12,,11.35
3.87110,33.04,,11.33
3.87120,33.52,,11.19
3.87130,34.03,,10.88
3.87140,33.77,,10.88
3.87150,34.45,,10.73
3.87160,35.79,,10.88
3.87170,35.20,,11.19
3.87180,34.56,,11.33
3.87190,35.45,,11.19
3.87200,35.40,,11.02
3.87210,35.15,,10.73
3.87220,35.82,,10.73
3.87230,37.25,,10.88
3.87240,37.79,,11.02
3.87250,37.31,,11.07
3.87260,37.36,,11.03
3.87270,37.48,,10.97
3.87280,36.27,,10.88
3.87290,37.36,,10.88
3.87300,38.00,,11.19
3.87310,39.01,,11.02
3.87320,38.56,,11.19
3.87330,39.07,,11.33
3.87340,40.54,,11.18
3.87350,41.13,,11.03
3.87360,41.54,,10.88
3.87370,42.15,,10.73
3.87380,42.55,,10.73
3.87390,41.71,,10.59
3.87400,40.49,,10.73
3.87410,41.34,,10.88
3.87420,41.32,,11.18
3.87430,40.32,,11.35
3.87440,41.78,,11.33
3.87450,42.48,,11.33
3.87460,41.33,,10.73
3.87470,41.09,,10.73
3.87480,42.43,,10.88
3.87490,44.40,,11.02
3.87500,44.52,,11.35
3.87510,44.94,,11.50
3.87520,44.58,,11.35
3.87530,44.98,,11.02
3.87540,46.60,,10.59
3.87550,48.13,,10.59
3.87560,49.32,,10.88
3.87570,48.94,,11.35
3.87580,48.36,,11.33
3.87590,47.29,,11.19
3.87600,46.60,,10.88
3.87610,47.23,,10.73
3.87620,49.54,,10.78
3.87630,50.95,,11.13
3.87640,50.58,,11.18
3.87650,50.31,,11.33
3.87660,50.57,,11.19
3.87670,51.48,,11.02
3.87680,52.07,,11.03
3.87690,51.89,,11.18
3.87700,50.16,,11.35
3.87710,46.98,,11.23
3.87720,45.84,,11.13
3.87730,43.78,,11.02
3.87740,43.09,,10.88
3.87750,42.35,,10.88
3.87760,40.91,,10.88
3.87770,39.91,,10.88
3.87780,41.00,,11.18
3.87790,40.42,,11.19
3.87800,39.61,,11.33
3.87810,40.70,,11.19
3.87820,40.50,,11.07
3.87830,39.88,,11.29
3.87840,41.67,,11.02
3.87850,41.97,,11.18
3.87860,42.27,,11.03
3.87870,43.57,,10.88
3.87880,44.21,,11.03
3.87890,44.32,,11.02
3.87900,44.28,,11.03
3.87910,45.40,,11.02
3.87920,44.80,,11.35
3.87930,46.56,,11.18
3.87940,48.85,,11.19
3.87950,49.81,,11.18
3.87960,49.48,,11.02
3.87970,49.85,,10.88
3.87980,50.78,,10.88
3.87990,51.34,,11.08
3.88000,50.98,,11.28
3.88010,51.09,,11.35
3.88020,50.19,,11.33
3.88030,48.44,,11.03
3.88040,46.94,,11.18
3.88050,45.39,,11.18
3.88060,43.70,,10.73
3.88070,41.96,,10.64
3.88080,41.47,,10.93
3.88090,39.36,,10.78
3.88100,37.79,,10.93
3.88110,37.57,,11.13
3.88120,37.69,,11.29
3.88130,38.62,,11.50
3.88140,37.83,,11.74
3.88150,36.93,,11.78
3.88160,35.09,,11.55
3.88170,33.04,,11.03
3.88180,31.99,,10.59
3.88190,27.51,,10.59
3.88200,27.86,,10.88
3.88210,31.05,,11.19
3.88220,30.21,,11.55
3.88230,29.55,,11.91
3.88240,28.79,,11.89
3.88250,27.35,,11.50
3.88260,26.42,,11.19
3.88270,24.62,,11.02
3.88280,24.36,,10.73
3.88290,23.54,,11.18
3.88300,23.06,,11.62
3.88310,22.47,,11.72
3.88320,20.96,,11.19
3.88330,20.09,,11.02
3.88340,20.44,,11.03
3.88350,22.23,,10.97
3.88360,22.59,,11.07
3.88370,22.60,,11.45
3.88380,22.94,,11.72
3.88390,22.37,,11.51
3.88400,21.71,,10.88
3.88410,21.93,,10.88
3.88420,23.31,,10.88
3.88430,23.67,,11.19
3.88440,23.58,,11.66
3.88450,24.31,,12.19
3.88460,24.27,,11.85
3.88470,23.37,,11.50
3.88480,23.34,,11.03
3.88490,23.58,,10.73
3.88500,24.19,,10.59
3.88510,24.38,,10.88
3.88520,24.67,,11.35
3.88530,25.18,,11.55
3.88540,25.70,,11.79
3.88550,25.37,,11.50
3.88560,24.37,,11.02
3.88570,23.86,,10.59
3.88580,24.30,,10.73
3.88590,24.09,,11.03
3.88600,23.79,,11.50
3.88610,23.27,,11.51
3.88620,22.89,,11.50
3.88630,22.08,,11.19
3.88640,23.33,,11.23
3.88650,23.02,,11.28
3.88660,21.48,,11.35
3.88670,18.81,,11.02
3.88680,18.25,,11.19
3.88690,18.93,,11.18
3.88700,18.54,,10.88
3.88710,18.09,,11.02
3.88720,19.53,,10.88
3.88730,21.83,,11.23
3.88740,23.45,,11.62
3.88750,23.95,,11.78
3.88760,25.10,,11.89
3.88770,27.75,,11.85
3.88780,31.46,,11.18
3.88790,31.97,,10.73
3.88800,33.16,,10.59
3.88810,35.04,,10.31
3.88820,34.92,,10.73
3.88830,35.17,,11.51
3.88840,36.23,,12.19
3.88850,37.91,,12.01
3.88860,37.52,,11.85
3.88870,37.02,,11.18
3.88880,37.61,,10.73
3.88890,39.09,,10.45
3.88900,39.23,,10.73
3.88910,38.33,,11.33
3.88920,37.61,,11.85
3.88930,38.04,,12.07
3.88940,38.79,,11.79
3.88950,38.07,,11.18
3.88960,36.91,,10.78
3.88970,37.07,,10.68
3.88980,37.27,,11.02
3.88990,37.04,,11.35
3.89000,35.70,,11.83
3.89010,36.63,,11.68
3.89020,36.95,,11.50
3.89030,36.17,,11.03
3.89040,36.47,,10.73
3.89050,36.37,,10.59
3.89060,35.38,,11.03
3.89070,35.28,,11.44
3.89080,35.47,,11.74
3.89090,29.98,,11.83
3.89100,32.00,,11.74
3.89110,31.24,,11.44
3.89120,31.28,,10.73
3.89130,33.62,,10.83
3.89140,36.85,,11.45
3.89150,38.60,,11.28
3.89160,39.51,,10.97
3.89170,39.46,,11.74
3.89180,38.97,,11.33
3.89190,49.08,,11.19
3.89200,51.22,,11.66
3.89210,53.45,,11.68
3.89220,55.61,,11.66
3.89230,56.05,,11.35
3.89240,55.17,,11.02
3.89250,54.71,,10.88
3.89260,54.92,,10.73
3.89270,55.22,,11.18
3.89280,55.38,,11.51
3.89290,55.40,,11.66
3.89300,55.46,,11.68
3.89310,55.67,,11.33
3.89320,56.18,,11.19
3.89330,56.76,,10.73
3.89340,57.06,,10.88
3.89350,57.71,,11.02
3.89360,57.83,,11.50
3.89370,57.58,,11.85
3.89380,57.23,,12.01
3.89390,56.81,,11.68
3.89400,57.12,,11.33
3.89410,56.92,,10.59
3.89420,56.24,,10.19
3.89430,55.24,,10.31
3.89440,54.65,,10.73
3.89450,54.48,,11.28
3.89460,53.21,,11.74
3.89470,52.36,,12.01
3.89480,51.42,,12.03
3.89490,50.53,,11.95
3.89500,49.60,,11.57
3.89510,48.97,,11.33
3.89520,48.65,,11.19
3.89530,48.09,,11.02
3.89540,47.50,,11.03
3.89550,46.88,,11.02
3.89560,46.49,,11.18
3.89570,46.05,,11.03
3.89580,45.38,,11.02
3.89590,45.03,,11.03
3.89600,44.71,,11.33
3.89610,44.14,,11.35
3.89620,43.57,,11.66
3.89630,42.81,,11.85
3.89640,41.97,,11.83
3.89650,41.21,,12.01
3.89660,39.75,,11.85
3.89670,39.44,,11.66
3.89680,38.84,,11.35
3.89690,38.57,,11.18
3.89700,38.33,,10.88
3.89710,37.02,,11.18
3.89720,36.04,,11.03
3.89730,35.06,,11.18
3.89740,34.48,,11.35
3.89750,34.11,,11.39
3.89760,33.59,,11.61
3.89770,33.14,,11.79
3.89780,33.21,,11.72
3.89790,32.76,,11.68
3.89800,32.62,,11.66
3.89810,31.85,,11.35
3.89820,31.29,,11.33
3.89830,31.39,,11.19
3.89840,31.82,,11.33
3.89850,32.00,,11.39
3.89860,30.71,,11.62
3.89870,30.39,,11.66
3.89880,28.77,,11.68
3.89890,27.74,,11.33
3.89900,26.88,,11.35
3.89910,26.15,,11.18
3.89920,26.47,,11.35
3.89930,26.70,,11.33
3.89940,27.02,,11.51
3.89950,27.38,,11.66
3.89960,27.67,,11.66
3.89970,27.91,,11.51
3.89980,28.44,,11.61
3.89990,29.11,,11.57
3.90000,29.57,,11.50
3.90010,29.11,,11.35
3.90020,28.50,,11.18
3.90030,28.32,,11.03
3.90040,28.45,,11.02
3.90050,28.48,,11.02
3.90060,29.11,,11.03
3.90070,29.81,,11.50
3.90080,30.67,,11.79
3.90090,31.26,,11.89
3.90100,31.65,,12.03
3.90110,31.64,,11.83
3.90120,31.94,,11.51
3.90130,32.26,,11.39
3.90140,32.38,,11.29
3.90150,33.01,,11.33
3.90160,33.95,,11.50
3.90170,34.78,,11.51
3.90180,35.32,,11.50
3.90190,35.73,,11.35
3.90200,35.73,,10.88
3.90210,35.81,,10.73
3.90220,36.05,,11.02
3.90230,36.42,,11.35
3.90240,36.51,,11.83
3.90250,36.52,,12.19
3.90260,36.07,,12.03
3.90270,35.27,,12.01
3.90280,34.37,,11.74
3.90290,33.04,,11.39
3.90300,31.72,,11.08
3.90310,30.28,,11.18
3.90320,29.04,,11.35
3.90330,27.77,,11.50
3.90340,26.98,,11.68
3.90350,26.39,,11.66
3.90360,26.37,,11.33
3.90370,26.70,,11.29
3.90380,26.61,,11.39
3.90390,26.68,,11.68
3.90400,26.66,,11.83
3.90410,26.68,,11.85
3.90420,26.77,,11.83
3.90430,26.74,,11.85
3.90440,27.14,,11.61
3.90450,27.97,,11.39
3.90460,28.75,,11.35
3.90470,29.24,,11.33
3.90480,29.45,,11.40
3.90490,29.86,,11.61
3.90500,30.31,,11.68
3.90510,30.58,,11.83
3.90520,31.56,,11.68
3.90530,32.63,,11.66
3.90540,33.75,,11.62
3.90550,34.69,,11.55
3.90560,35.22,,11.50
3.90570,35.64,,11.40
3.90580,36.49,,11.44
3.90590,37.35,,11.51
3.90600,38.20,,11.72
3.90610,39.25,,11.91
3.90620,39.38,,12.07
3.90630,39.05,,11.85
3.90640,38.96,,11.78
3.90650,38.55,,11.40
3.90660,38.49,,11.18
3.90670,39.11,,11.18
3.90680,40.00,,11.19
3.90690,41.46,,11.50
3.90700,42.99,,11.85
3.90710,43.86,,12.01
3.90720,45.30,,12.16
3.90730,46.53,,11.89
3.90740,47.52,,11.68
3.90750,48.14,,11.33
3.90760,48.34,,11.18
3.90770,48.59,,11.19
3.90780,49.13,,11.44
3.90790,49.26,,11.68
3.90800,48.92,,11.89
3.90810,48.78,,11.85
3.90820,48.67,,11.66
3.90830,48.37,,11.51
3.90840,48.03,,11.33
3.90850,47.67,,11.35
3.90860,47.84,,11.66
3.90870,48.22,,11.83
3.90880,48.95,,11.85
3.90890,50.30,,11.83
3.90900,51.45,,11.85
3.90910,52.75,,11.66
3.90920,52.72,,11.51
3.90930,52.33,,11.33
3.90940,51.94,,11.40
3.90950,51.53,,11.44
3.90960,51.29,,11.50
3.90970,51.25,,11.40
3.90980,51.64,,11.28
3.90990,52.15,,11.51
3.91000,52.83,,11.78
3.91010,53.75,,11.91
3.91020,54.20,,12.01
3.91030,54.86,,12.03
3.91040,55.07,,12.01
3.91050,55.28,,11.79
3.91060,55.34,,11.55
3.91070,55.11,,11.50
3.91080,55.00,,11.51
3.91090,54.92,,11.50
3.91100,54.48,,11.68
3.91110,53.63,,11.72
3.91120,52.66,,11.79
3.91130,51.42,,11.66
3.91140,49.76,,11.85
3.91150,47.89,,11.83
3.91160,46.16,,12.01
3.91170,44.54,,12.03
3.91180,42.96,,11.83
3.91190,41.40,,11.51
3.91200,39.94,,11.61
3.91210,38.65,,11.57
3.91220,37.74,,11.66
3.91230,36.91,,11.68
3.91240,36.89,,11.83
3.91250,37.65,,12.03
3.91260,38.89,,11.89
3.91270,40.64,,11.95
3.91280,42.68,,12.03
3.91290,44.32,,12.01
3.91300,44.77,,12.03
3.91310,44.50,,12.01
3.91320,44.06,,11.85
3.91330,43.46,,11.66
3.91340,42.69,,11.57
3.91350,42.20,,11.61
3.91360,41.96,,11.66
3.91370,42.09,,12.03
3.91380,41.84,,12.19
3.91390,41.55,,12.41
3.91400,41.22,,12.13
3.91410,40.74,,11.91
3.91420,40.08,,11.72
3.91430,39.70,,11.62
3.91440,39.25,,11.66
3.91450,39.02,,11.85
3.91460,39.61,,12.01
3.91470,39.72,,12.19
3.91480,38.46,,12.41
3.91490,37.08,,11.95
3.91500,36.32,,11.68
3.91510,36.06,,11.50
3.91520,36.08,,11.45
3.91530,36.73,,11.78
3.91540,37.47,,11.85
3.91550,37.68,,12.19
3.91560,37.85,,12.19
3.91570,38.24,,12.41
3.91580,39.04,,12.19
3.91590,38.50,,11.85
3.91600,38.50,,11.83
3.91610,37.53,,11.74
3.91620,36.47,,11.78
3.91630,35.03,,11.68
3.91640,34.39,,11.66
3.91650,34.17,,11.79
3.91660,34.37,,11.72
3.91670,34.73,,11.83
3.91680,35.28,,12.03
3.91690,36.00,,12.19
3.91700,35.16,,12.22
3.91710,34.28,,12.13
3.91720,33.47,,11.91
3.91730,32.70,,11.83
3.91740,32.55,,11.51
3.91750,32.76,,11.66
3.91760,33.10,,11.95
3.91770,33.20,,12.16
3.91780,33.50,,12.51
3.91790,33.91,,12.41
3.91800,34.95,,12.19
3.91810,35.78,,11.85
3.91820,37.17,,11.66
3.91830,38.09,,11.51
3.91840,37.44,,11.83
3.91850,36.00,,12.16
3.91860,34.99,,12.32
3.91870,34.80,,12.32
3.91880,35.14,,12.22
3.91890,35.28,,12.13
3.91900,34.71,,12.03
3.91910,34.28,,11.89
3.91920,33.38,,11.85
3.91930,33.39,,11.72
3.91940,33.91,,11.91
3.91950,34.81,,11.89
3.91960,35.46,,12.19
3.91970,35.88,,12.22
3.91980,35.88,,12.19
3.91990,34.96,,12.16
3.92000,34.23,,12.19
3.92010,34.16,,12.16
3.92020,33.69,,12.13
3.92030,33.11,,12.03
3.92040,32.86,,12.13
3.92050,33.11,,12.28
3.92060,33.24,,12.38
3.92070,32.42,,12.51
3.92080,31.86,,12.28
3.92090,31.56,,12.19
3.92100,31.54,,11.85
3.92110,31.95,,11.83
3.92120,32.88,,12.03
3.92130,33.83,,12.26
3.92140,33.45,,12.54
3.92150,32.69,,12.44
3.92160,31.70,,12.32
3.92170,31.67,,12.03
3.92180,32.03,,11.83
3.92190,31.39,,12.03
3.92200,29.87,,12.19
3.92210,27.90,,12.41
3.92220,26.82,,12.57
3.92230,26.20,,12.61
3.92240,25.99,,12.64
3.92250,26.15,,12.34
3.92260,26.38,,12.01
3.92270,26.86,,11.83
3.92280,27.67,,11.85
3.92290,28.98,,12.01
3.92300,30.28,,12.41
3.92310,30.98,,12.57
3.92320,30.94,,12.67
3.92330,30.92,,12.51
3.92340,30.57,,12.22
3.92350,30.49,,11.83
3.92360,31.29,,11.83
3.92370,32.44,,12.03
3.92380,32.58,,12.32
3.92390,32.84,,12.67
3.92400,33.93,,12.77
3.92410,35.13,,12.74
3.92420,35.88,,12.64
3.92430,35.85,,12.34
3.92440,36.06,,11.72
3.92450,36.27,,11.51
3.92460,36.67,,11.50
3.92470,37.51,,12.01
3.92480,38.15,,12.28
3.92490,38.54,,12.71
3.92500,38.12,,12.67
3.92510,37.53,,12.84
3.92520,36.71,,12.47
3.92530,35.83,,12.19
3.92540,35.44,,12.22
3.92550,35.54,,12.07
3.92560,36.15,,12.51
3.92570,35.55,,12.61
3.92580,34.48,,12.77
3.92590,34.00,,12.74
3.92600,33.70,,12.57
3.92610,33.09,,12.28
3.92620,32.21,,11.95
3.92630,31.90,,11.91
3.92640,31.66,,11.83
3.92650,31.33,,12.16
3.92660,31.19,,12.26
3.92670,31.21,,12.38
3.92680,31.45,,12.54
3.92690,31.85,,12.44
3.92700,32.32,,12.41
3.92710,32.50,,12.57
3.92720,32.37,,12.61
3.92730,31.76,,12.77
3.92740,31.04,,12.95
3.92750,30.93,,12.84
3.92760,31.19,,12.77
3.92770,32.42,,12.61
3.92780,32.42,,12.44
3.92790,33.14,,12.16
3.92800,33.97,,12.19
3.92810,34.90,,12.03
3.92820,36.10,,12.19
3.92830,36.37,,12.28
3.92840,35.65,,12.51
3.92850,35.12,,12.47
3.92860,34.88,,12.51
3.92870,35.34,,12.64
3.92880,36.14,,12.54
3.92890,37.11,,12.57
3.92900,37.85,,12.81
3.92910,38.00,,12.77
3.92920,37.94,,12.61
3.92930,37.32,,12.44
3.92940,36.89,,12.16
3.92950,36.30,,12.19
3.92960,35.91,,12.19
3.92970,35.80,,12.61
3.92980,35.58,,12.77
3.92990,35.29,,12.81
3.93000,35.37,,12.84
3.93010,35.50,,12.74
3.93020,35.75,,12.64
3.93030,35.51,,12.54
3.93040,35.41,,12.71
3.93050,35.39,,12.81
3.93060,34.69,,12.71
3.93070,33.51,,12.71
3.93080,32.83,,12.41
3.93090,32.64,,12.38
3.93100,32.59,,12.03
3.93110,31.95,,12.01
3.93120,31.17,,12.22
3.93130,31.08,,12.77
3.93140,31.20,,13.02
3.93150,31.40,,13.19
3.93160,31.77,,13.27
3.93170,32.00,,12.95
3.93180,32.31,,12.77
3.93190,32.84,,12.61
3.93200,32.97,,12.44
3.93210,32.79,,12.41
3.93220,32.41,,12.51
3.93230,32.27,,12.61
3.93240,32.44,,12.77
3.93250,32.99,,13.02
3.93260,33.40,,12.98
3.93270,33.15,,12.77
3.93280,32.78,,12.74
3.93290,32.67,,12.57
3.93300,33.25,,12.47
3.93310,34.43,,12.38
3.93320,36.22,,12.28
3.93330,38.02,,12.51
3.93340,39.67,,12.81
3.93350,40.61,,13.05
3.93360,40.90,,13.16
3.93370,41.32,,13.05
3.93380,41.95,,12.71
3.93390,42.64,,12.41
3.93400,43.77,,12.44
3.93410,44.63,,12.41
3.93420,44.77,,12.57
3.93430,45.05,,12.74
3.93440,46.05,,12.91
3.93450,46.96,,13.09
3.93460,48.17,,12.98
3.93470,49.58,,12.98
3.93480,50.90,,12.81
3.93490,51.92,,12.57
3.93500,52.23,,12.41
3.93510,52.27,,12.38
3.93520,52.72,,12.41
3.93530,53.02,,12.51
3.93540,53.60,,12.67
3.93550,54.56,,12.57
3.93560,55.32,,12.95
3.93570,55.94,,13.05
3.93580,56.00,,13.19
3.93590,55.62,,13.02
3.93600,55.41,,12.77
3.93610,55.17,,12.54
3.93620,55.34,,12.26
3.93630,55.67,,12.09
3.93640,55.82,,12.32
3.93650,55.71,,12.41
3.93660,56.12,,12.71
3.93670,56.51,,13.27
3.93680,56.63,,13.39
3.93690,57.07,,13.49
3.93700,57.60,,13.46
3.93710,58.46,,13.27
3.93720,59.35,,12.95
3.93730,60.20,,12.77
3.93740,60.70,,12.74
3.93750,60.90,,12.64
3.93760,60.47,,12.61
3.93770,59.92,,12.57
3.93780,59.52,,12.57
3.93790,59.59,,12.54
3.93800,59.56,,12.64
3.93810,59.74,,12.81
3.93820,59.96,,12.98
3.93830,60.65,,13.02
3.93840,61.70,,12.98
3.93850,62.86,,12.81
3.93860,64.14,,12.98
3.93870,64.99,,12.84
3.93880,65.43,,12.81
3.93890,65.92,,12.91
3.93900,66.47,,13.02
3.93910,67.55,,13.27
3.93920,69.04,,13.39
3.93930,70.11,,13.27
3.93940,70.86,,13.09
3.93950,71.39,,12.71
3.93960,71.82,,12.41
3.93970,71.93,,12.32
3.93980,72.13,,12.57
3.93990,71.38,,12.95
3.94000,70.25,,13.27
3.94010,68.99,,13.46
3.94020,68.32,,13.41
3.94030,68.04,,13.02
