桩号(km),左高程(mm),右高程(mm),速度(m/s)
0.49870,36.54,,7.22
0.49880,36.75,,7.25
0.49890,36.96,,7.12
0.49900,37.17,,7.15
0.49910,37.35,,7.19
0.49920,37.51,,7.22
0.49930,37.60,,7.19
0.49940,37.64,,7.09
0.49950,37.62,,7.19
0.49960,37.59,,7.15
0.49970,37.55,,7.12
0.49980,37.46,,7.12
0.49990,37.29,,7.15
0.50000,37.05,,7.12
0.50010,36.82,,7.15
0.50020,36.56,,7.06
0.50030,36.29,,7.09
0.50040,35.99,,7.06
0.50050,35.73,,7.09
0.50060,35.49,,7.06
0.50070,35.24,,7.09
0.50080,35.00,,7.06
0.50090,34.79,,7.06
0.50100,34.81,,7.03
0.50110,34.90,,7.00
0.50120,35.04,,7.09
0.50130,35.19,,7.00
0.50140,35.35,,7.15
0.50150,35.54,,7.06
0.50160,35.75,,6.97
0.50170,35.97,,6.82
0.50180,36.18,,7.00
0.50190,36.40,,7.03
0.50200,36.64,,7.00
0.50210,36.89,,6.97
0.50220,37.17,,6.94
0.50230,37.46,,6.97
0.50240,37.74,,6.88
0.50250,38.02,,6.97
0.50260,38.31,,6.94
0.50270,38.62,,6.91
0.50280,38.96,,6.88
0.50290,39.31,,6.88
0.50300,39.65,,6.91
0.50310,40.00,,7.00
0.50320,40.37,,6.79
0.50330,40.75,,6.71
0.50340,41.13,,6.85
0.50350,41.50,,6.94
0.50360,41.88,,6.85
0.50370,42.27,,6.82
0.50380,42.66,,6.82
0.50390,43.00,,6.73
0.50400,43.34,,6.82
0.50410,43.66,,6.67
0.50420,43.95,,6.76
0.50430,44.23,,6.79
0.50440,44.55,,6.76
0.50450,44.88,,6.73
0.50460,45.19,,6.71
0.50470,45.48,,6.73
0.50480,45.73,,6.71
0.50490,45.91,,6.60
0.50500,46.00,,6.73
0.50510,46.05,,6.71
0.50520,46.06,,6.62
0.50530,46.00,,6.71
0.50540,45.86,,6.67
0.50550,45.68,,6.65
0.50560,45.43,,6.51
0.50570,45.07,,6.54
0.50580,44.60,,6.65
0.50590,44.12,,6.62
0.50600,43.62,,6.65
0.50610,43.07,,6.46
0.50620,42.45,,6.60
0.50630,41.81,,6.51
0.50640,41.16,,6.54
0.50650,40.46,,6.46
0.50660,39.73,,6.49
0.50670,38.98,,6.40
0.50680,38.26,,6.49
0.50690,37.59,,6.49
0.50700,36.98,,6.51
0.50710,36.38,,6.39
0.50720,35.73,,6.51
0.50730,35.01,,6.39
0.50740,34.26,,6.30
0.50750,33.49,,6.34
0.50760,32.70,,6.35
0.50770,31.94,,6.49
0.50780,31.25,,6.39
0.50790,30.59,,6.30
0.50800,29.89,,6.29
0.50810,29.17,,6.40
0.50820,28.42,,6.34
0.50830,27.65,,6.30
0.50840,26.84,,6.29
0.50850,25.98,,6.30
0.50860,25.15,,6.34
0.50870,24.36,,6.25
0.50880,23.57,,6.24
0.50890,22.83,,6.39
0.50900,22.16,,6.30
0.50910,21.51,,6.19
0.50920,20.87,,6.20
0.50930,20.24,,6.14
0.50940,19.63,,6.25
0.50950,19.09,,6.29
0.50960,18.64,,6.20
0.50970,18.28,,6.19
0.50980,17.94,,6.01
0.50990,17.63,,6.20
