桩号(km),左高程(mm),右高程(mm),速度(m/s)
0.19930,47.89,,7.56
0.19940,47.93,,7.52
0.19950,47.97,,7.49
0.19960,47.99,,7.45
0.19970,48.01,,7.32
0.19980,48.02,,7.35
0.19990,48.02,,7.32
0.20000,47.97,,7.42
0.20010,47.88,,7.52
0.20020,47.78,,7.49
0.20030,47.70,,7.19
0.20040,47.68,,7.15
0.20050,47.64,,7.12
0.20060,47.61,,7.22
0.20070,47.52,,7.25
0.20080,47.36,,7.12
0.20090,47.17,,7.09
0.20100,47.01,,7.19
0.20110,46.87,,7.35
0.20120,46.68,,7.19
0.20130,46.45,,6.85
0.20140,46.24,,6.76
0.20150,46.17,,6.97
0.20160,46.27,,7.06
0.20170,46.43,,6.88
0.20180,46.54,,6.85
0.20190,46.55,,6.94
0.20200,46.58,,6.97
0.20210,46.70,,6.94
0.20220,46.91,,6.91
0.20230,47.07,,6.76
0.20240,47.26,,6.51
0.20250,47.50,,6.60
0.20260,47.79,,6.62
0.20270,48.10,,6.71
0.20280,48.46,,6.60
0.20290,48.83,,6.79
0.20300,49.20,,6.65
0.20310,49.62,,6.40
0.20320,50.18,,6.39
0.20330,50.81,,6.40
0.20340,51.44,,6.49
0.20350,52.13,,6.51
0.20360,52.80,,6.29
0.20370,53.39,,6.19
0.20380,53.91,,6.30
0.20390,54.41,,6.39
0.20400,54.86,,6.30
0.20410,55.24,,6.19
0.20420,55.60,,6.02
0.20430,56.10,,5.83
0.20440,56.69,,6.02
0.20450,57.12,,6.39
0.20460,57.42,,6.25
0.20470,57.73,,6.01
0.20480,58.12,,5.79
0.20490,58.53,,5.84
0.20500,58.85,,5.92
0.20510,59.20,,5.84
0.20520,59.55,,5.75
0.20530,59.82,,5.75
0.20540,59.95,,5.83
0.20550,60.03,,5.67
0.20560,60.18,,5.92
0.20570,60.35,,5.75
0.20580,60.43,,5.44
0.20590,60.43,,5.44
0.20600,60.39,,5.52
0.20610,60.36,,5.51
0.20620,60.20,,5.52
0.20630,59.92,,5.44
0.20640,59.73,,5.67
0.20650,59.77,,5.51
0.20660,59.92,,4.90
0.20670,60.01,,5.03
0.20680,60.00,,5.67
0.20690,59.94,,5.59
0.20700,59.89,,4.91
0.20710,59.69,,4.96
0.20720,59.39,,5.40
0.20730,59.05,,5.19
0.20740,58.68,,4.68
0.20750,58.27,,4.84
0.20760,57.98,,5.09
0.20770,57.74,,5.03
0.20780,57.31,,4.84
0.20790,56.82,,4.79
0.20800,56.30,,4.78
0.20810,55.79,,4.91
0.20820,55.22,,4.46
0.20830,54.39,,4.57
0.20840,53.44,,4.90
0.20850,52.32,,4.85
0.20860,51.18,,4.78
0.20870,49.95,,4.47
0.20880,48.58,,4.24
0.20890,46.97,,4.62
0.20900,45.37,,4.85
0.20910,43.76,,4.51
0.20920,42.15,,4.57
0.20930,40.76,,4.46
0.20940,39.39,,4.11
0.20950,37.98,,4.46
0.20960,36.92,,4.73
0.20970,36.15,,4.47
0.20980,35.56,,4.27
0.20990,35.32,,4.28
0.21000,35.40,,4.27
0.21010,35.66,,4.37
0.21020,36.23,,4.51
0.21030,36.93,,4.28
0.21040,37.58,,4.18
0.21050,38.37,,4.28
0.21060,39.25,,4.36
0.21070,40.20,,4.19
0.21080,41.17,,4.24
0.21090,42.01,,4.27
0.21100,42.76,,4.24
0.21110,43.44,,4.14
0.21120,44.11,,4.28
0.21130,44.56,,4.22
0.21140,44.74,,4.15
0.21150,44.78,,4.27
0.21160,44.73,,4.24
0.21170,44.67,,4.15
0.21180,44.50,,4.18
0.21190,44.28,,4.24
0.21200,43.99,,4.18
0.21210,43.58,,4.11
0.21220,43.24,,4.27
0.21230,42.95,,4.15
0.21240,42.65,,4.14
0.21250,42.42,,4.33
0.21260,42.37,,4.18
0.21270,42.39,,4.11
0.21280,42.54,,4.24
0.21290,43.04,,4.18
0.21300,43.89,,4.24
0.21310,44.94,,4.22
0.21320,46.12,,4.24
0.21330,47.26,,4.14
0.21340,48.28,,4.28
0.21350,49.16,,4.41
0.21360,49.86,,4.24
0.21370,50.29,,4.24
0.21380,50.47,,4.41
0.21390,50.48,,4.28
0.21400,50.37,,4.41
0.21410,50.10,,4.57
0.21420,49.71,,4.41
0.21430,49.22,,4.33
0.21440,48.74,,4.41
0.21450,48.28,,4.63
0.21460,47.80,,4.62
0.21470,47.35,,4.42
0.21480,47.06,,4.63
0.21490,46.90,,4.67
0.21500,46.87,,4.52
0.21510,46.85,,4.62
0.21520,46.81,,4.85
0.21530,46.69,,4.73
0.21540,46.54,,4.47
0.21550,46.43,,4.96
0.21560,46.30,,4.73
0.21570,46.16,,4.62
0.21580,45.97,,4.97
0.21590,45.78,,4.97
0.21600,45.59,,4.73
0.21610,45.33,,4.85
0.21620,44.96,,5.03
0.21630,44.47,,4.97
0.21640,43.81,,5.03
0.21650,43.02,,4.97
0.21660,42.24,,5.16
0.21670,41.66,,4.97
0.21680,41.47,,4.97
0.21690,41.53,,5.03
0.21700,41.62,,5.44
0.21710,41.96,,5.16
0.21720,42.65,,4.97
0.21730,43.50,,5.09
0.21740,44.37,,5.37
0.21750,45.17,,5.22
0.21760,45.59,,5.09
0.21770,45.57,,5.29
0.21780,45.36,,5.37
0.21790,44.84,,5.16
0.21800,44.03,,5.37
0.21810,43.18,,5.37
0.21820,42.54,,5.37
0.21830,42.09,,5.44
0.21840,41.84,,5.37
0.21850,41.72,,5.37
0.21860,41.65,,5.44
0.21870,41.58,,5.59
0.21880,41.48,,5.37
0.21890,41.38,,5.44
0.21900,41.32,,5.59
0.21910,41.25,,5.67
0.21920,41.18,,5.51
0.21930,41.13,,5.59
0.21940,41.20,,5.75
0.21950,41.37,,5.52
0.21960,41.43,,5.40
0.21970,41.19,,5.71
0.21980,40.85,,5.92
0.21990,40.56,,5.83
0.22000,40.16,,5.59
0.22010,39.64,,5.51
0.22020,39.09,,5.52
0.22030,38.48,,5.67
0.22040,37.99,,6.20
0.22050,37.77,,6.29
0.22060,38.01,,5.84
0.22070,38.55,,5.37
0.22080,39.28,,5.75
0.22090,40.21,,6.11
0.22100,41.24,,6.01
0.22110,42.26,,5.75
0.22120,43.20,,6.10
0.22130,44.09,,6.02
0.22140,44.93,,5.92
0.22150,45.57,,5.67
0.22160,45.99,,5.96
0.22170,46.29,,6.16
0.22180,46.55,,5.92
0.22190,46.71,,5.92
0.22200,46.75,,6.30
0.22210,46.73,,6.29
0.22220,46.73,,5.97
0.22230,46.70,,5.87
0.22240,46.67,,6.11
0.22250,46.74,,6.29
0.22260,46.97,,6.20
0.22270,47.39,,6.19
0.22280,47.87,,6.19
0.22290,48.38,,6.30
0.22300,48.92,,6.14
0.22310,49.46,,6.16
0.22320,50.04,,6.29
0.22330,50.71,,6.30
0.22340,51.45,,6.39
0.22350,52.23,,6.30
0.22360,53.04,,6.29
0.22370,53.91,,6.35
0.22380,54.83,,6.34
0.22390,55.79,,6.29
0.22400,56.79,,6.40
0.22410,57.86,,6.39
0.22420,59.00,,6.51
0.22430,60.18,,6.39
0.22440,61.37,,6.46
0.22450,62.60,,6.39
0.22460,63.91,,6.40
0.22470,65.25,,6.49
0.22480,66.53,,6.54
0.22490,67.70,,6.62
0.22500,68.83,,6.49
0.22510,69.96,,6.51
0.22520,71.03,,6.49
0.22530,71.99,,6.62
0.22540,72.86,,6.49
0.22550,73.66,,6.62
0.22560,74.42,,6.54
0.22570,75.15,,6.56
0.22580,75.81,,6.71
0.22590,76.43,,6.60
0.22600,76.98,,6.62
0.22610,77.50,,6.60
0.22620,78.01,,6.62
0.22630,78.55,,6.71
0.22640,79.15,,6.73
0.22650,79.78,,6.71
0.22660,80.49,,6.73
0.22670,81.31,,6.71
0.22680,82.25,,6.71
0.22690,83.25,,6.73
0.22700,84.27,,6.82
0.22710,85.32,,6.85
0.22720,86.48,,6.94
0.22730,87.75,,6.67
0.22740,89.06,,6.65
0.22750,90.13,,6.73
0.22760,90.81,,7.12
0.22770,91.20,,7.15
0.22780,91.38,,6.76
0.22790,91.21,,6.60
0.22800,90.64,,6.79
0.22810,89.73,,7.06
0.22820,88.51,,7.09
0.22830,86.96,,7.06
0.22840,85.06,,6.85
0.22850,82.88,,7.00
0.22860,80.56,,7.15
0.22870,78.17,,7.32
0.22880,75.67,,7.06
0.22890,73.04,,6.91
0.22900,70.39,,6.94
0.22910,67.83,,7.09
0.22920,65.59,,7.25
0.22930,63.71,,7.35
0.22940,61.93,,7.12
0.22950,60.26,,7.03
0.22960,58.78,,7.06
0.22970,57.53,,7.22
0.22980,56.47,,7.32
0.22990,55.56,,7.32
0.23000,54.79,,7.09
0.23010,54.12,,6.94
0.23020,53.61,,7.22
0.23030,53.25,,7.38
0.23040,52.95,,7.29
0.23050,52.71,,7.19
0.23060,52.53,,7.22
0.23070,52.45,,7.19
0.23080,52.40,,7.25
0.23090,52.33,,7.29
0.23100,52.18,,7.32
0.23110,52.00,,7.35
0.23120,51.82,,7.32
0.23130,51.65,,7.22
0.23140,51.46,,7.32
0.23150,51.23,,7.35
0.23160,50.95,,7.32
0.23170,50.60,,7.35
0.23180,50.19,,7.32
0.23190,49.73,,7.32
0.23200,49.24,,7.42
0.23210,48.75,,7.38
0.23220,48.28,,7.49
0.23230,47.80,,7.32
0.23240,47.28,,7.35
0.23250,46.74,,7.52
0.23260,46.22,,7.49
0.23270,45.71,,7.45
0.23280,45.22,,7.38
0.23290,44.80,,7.35
0.23300,44.43,,7.52
0.23310,44.14,,7.56
0.23320,43.96,,7.45
0.23330,43.92,,7.49
0.23340,43.98,,7.45
0.23350,44.11,,7.42
0.23360,44.30,,7.52
0.23370,44.57,,7.56
0.23380,44.94,,7.52
0.23390,45.43,,7.52
0.23400,45.97,,7.42
0.23410,46.54,,7.59
0.23420,47.09,,7.49
0.23430,47.66,,7.59
0.23440,48.57,,7.64
0.23450,55.66,,7.74
0.23460,58.23,,7.56
0.23470,56.97,,7.52
0.23480,57.51,,7.45
0.23490,57.96,,7.56
0.23500,58.33,,7.66
0.23510,59.14,,7.79
0.23520,60.11,,7.59
0.23530,57.88,,7.64
0.23540,59.42,,7.74
0.23550,59.10,,7.86
0.23560,57.42,,7.66
0.23570,56.88,,7.64
0.23580,56.48,,7.66
0.23590,56.37,,7.74
0.23600,57.02,,7.79
0.23610,56.47,,7.81
0.23620,59.52,,7.79
0.23630,59.76,,7.89
0.23640,58.36,,7.79
0.23650,53.93,,7.89
0.23660,53.09,,7.79
0.23670,51.42,,7.81
0.23680,51.27,,7.97
0.23690,53.86,,7.94
0.23700,54.08,,7.89
0.23710,53.32,,8.02
0.23720,52.59,,7.89
0.23730,51.87,,7.86
0.23740,51.13,,7.81
0.23750,50.41,,8.02
0.23760,49.70,,8.05
0.23770,48.99,,8.02
0.23780,48.25,,7.89
0.23790,47.50,,8.13
0.23800,46.87,,8.10
0.23810,46.32,,8.13
0.23820,45.83,,7.94
0.23830,45.33,,7.97
0.23840,44.86,,8.10
0.23850,44.49,,8.21
0.23860,44.26,,8.10
0.23870,44.12,,8.05
0.23880,44.05,,8.05
0.23890,43.98,,8.10
0.23900,43.99,,8.21
0.23910,44.07,,8.27
0.23920,44.20,,8.21
0.23930,44.34,,8.10
0.23940,44.43,,8.21
0.23950,44.52,,8.10
0.23960,44.60,,8.13
0.23970,44.70,,8.19
0.23980,44.80,,8.21
0.23990,44.95,,8.21
0.24000,45.11,,8.19
0.24010,45.29,,8.13
0.24020,45.47,,8.27
0.24030,45.63,,8.38
0.24040,45.78,,8.36
0.24050,45.87,,8.30
0.24060,45.99,,8.27
0.24070,46.13,,8.13
0.24080,46.30,,8.30
0.24090,46.48,,8.27
0.24100,46.64,,8.47
0.24110,46.81,,8.45
0.24120,47.02,,8.30
0.24130,47.21,,8.27
0.24140,47.40,,8.21
0.24150,47.57,,8.36
0.24160,47.73,,8.47
0.24170,47.92,,8.45
0.24180,48.11,,8.38
0.24190,48.32,,8.30
0.24200,48.52,,8.36
0.24210,48.69,,8.38
0.24220,48.84,,8.45
0.24230,48.97,,8.47
0.24240,49.08,,8.36
0.24250,49.18,,8.47
0.24260,49.30,,8.45
0.24270,49.47,,8.56
0.24280,49.68,,8.54
0.24290,49.91,,8.47
0.24300,50.11,,8.38
0.24310,50.29,,8.36
0.24320,50.44,,8.56
0.24330,50.64,,8.63
0.24340,50.87,,8.56
0.24350,51.12,,8.54
0.24360,51.37,,8.47
0.24370,51.59,,8.54
0.24380,51.79,,8.65
0.24390,51.99,,8.65
0.24400,52.20,,8.63
0.24410,52.44,,8.56
0.24420,52.71,,8.54
0.24430,53.00,,8.47
0.24440,53.30,,8.73
0.24450,53.60,,8.65
0.24460,53.91,,8.63
0.24470,54.29,,8.65
0.24480,54.72,,8.45
0.24490,55.16,,8.65
0.24500,55.48,,8.75
0.24510,55.78,,8.73
0.24520,56.11,,8.84
0.24530,56.47,,8.73
0.24540,56.88,,8.56
0.24550,57.28,,8.54
0.24560,57.65,,8.65
0.24570,58.00,,8.82
0.24580,58.35,,8.84
0.24590,58.75,,8.84
0.24600,59.11,,8.73
0.24610,59.46,,8.65
0.24620,59.79,,8.63
0.24630,60.18,,8.75
0.24640,60.63,,8.92
0.24650,61.08,,8.94
0.24660,61.52,,8.82
0.24670,61.90,,8.75
0.24680,62.29,,8.73
0.24690,62.68,,8.75
0.24700,63.05,,8.75
0.24710,63.42,,8.82
0.24720,63.74,,8.94
0.24730,64.04,,9.02
0.24740,64.30,,8.94
0.24750,64.53,,8.82
0.24760,64.76,,8.75
0.24770,65.02,,8.82
0.24780,65.30,,8.94
0.24790,65.54,,8.94
0.24800,65.72,,8.92
0.24810,65.86,,9.04
0.24820,65.96,,8.82
0.24830,66.08,,8.94
0.24840,66.23,,8.92
0.24850,66.39,,8.84
0.24860,66.51,,9.02
0.24870,66.56,,9.15
0.24880,66.57,,9.02
0.24890,66.53,,8.94
0.24900,66.50,,8.94
0.24910,66.49,,9.02
0.24920,66.45,,8.94
0.24930,66.38,,9.02
0.24940,66.23,,9.15
0.24950,66.11,,9.02
0.24960,66.00,,9.04
0.24970,65.91,,8.92
0.24980,65.78,,9.04
0.24990,65.63,,9.04
0.25000,65.43,,9.23
0.25010,65.21,,9.15
0.25020,65.02,,9.23
0.25030,64.90,,9.25
0.25040,64.84,,9.02
0.25050,64.83,,8.84
0.25060,64.84,,8.92
0.25070,64.78,,9.04
0.25080,64.70,,9.34
0.25090,64.62,,9.47
0.25100,64.62,,9.36
0.25110,64.69,,9.23
0.25120,64.78,,8.84
0.25130,64.79,,8.92
0.25140,64.84,,9.15
0.25150,64.85,,9.34
0.25160,64.90,,9.36
0.25170,64.96,,9.23
0.25180,64.97,,9.04
0.25190,64.94,,8.84
0.25200,64.87,,9.13
0.25210,64.84,,9.36
0.25220,64.89,,9.57
0.25230,65.00,,9.58
0.25240,65.12,,9.34
0.25250,65.22,,9.04
0.25260,65.23,,8.92
0.25270,65.23,,9.15
0.25280,65.25,,9.45
0.25290,65.33,,9.58
0.25300,65.46,,9.47
0.25310,65.58,,9.23
0.25320,65.70,,8.84
0.25330,65.72,,9.13
0.25340,65.72,,9.25
0.25350,65.67,,9.57
0.25360,65.64,,9.70
0.25370,65.63,,9.57
0.25380,65.64,,9.36
0.25390,65.60,,9.04
0.25400,65.46,,9.13
0.25410,65.24,,9.25
0.25420,64.99,,9.57
0.25430,64.77,,9.58
0.25440,64.56,,9.34
0.25450,64.32,,9.25
0.25460,64.03,,9.23
0.25470,63.72,,9.36
0.25480,63.39,,9.57
0.25490,63.07,,9.47
0.25500,62.70,,9.36
0.25510,62.29,,9.34
0.25520,61.82,,9.36
0.25530,61.35,,9.57
0.25540,60.94,,9.58
0.25550,60.57,,9.57
0.25560,60.19,,9.47
0.25570,59.76,,9.34
0.25580,59.31,,9.36
0.25590,58.85,,9.36
0.25600,58.45,,9.57
0.25610,58.08,,9.70
0.25620,57.75,,9.57
0.25630,57.39,,9.47
0.25640,57.01,,9.34
0.25650,56.56,,9.47
0.25660,56.10,,9.57
0.25670,55.74,,9.47
0.25680,55.39,,9.57
0.25690,55.13,,9.58
0.25700,54.82,,9.58
0.25710,54.44,,9.57
0.25720,54.11,,9.58
0.25730,53.72,,9.34
0.25740,53.44,,9.47
0.25750,53.18,,9.69
0.25760,52.88,,9.58
0.25770,52.64,,9.80
0.25780,52.33,,9.70
0.25790,52.10,,9.58
0.25800,51.87,,9.45
0.25810,51.72,,9.47
0.25820,51.73,,9.57
0.25830,51.88,,9.70
0.25840,52.11,,9.57
0.25850,52.36,,9.58
0.25860,52.60,,9.69
0.25870,52.89,,9.58
0.25880,53.20,,9.57
0.25890,53.59,,9.58
0.25900,54.02,,9.47
0.25910,54.51,,9.69
0.25920,55.05,,10.06
0.25930,55.64,,9.69
0.25940,56.29,,9.47
0.25950,56.96,,9.57
0.25960,57.58,,9.25
0.25970,58.05,,9.57
0.25980,58.48,,9.70
0.25990,58.90,,10.19
0.26000,59.36,,10.05
0.26010,59.81,,9.81
0.26020,60.20,,9.57
0.26030,60.50,,9.25
0.26040,60.78,,9.57
0.26050,61.12,,9.81
0.26060,61.49,,9.93
0.26070,61.89,,9.94
0.26080,62.33,,9.69
0.26090,62.72,,9.36
0.26100,63.09,,9.25
0.26110,63.30,,9.57
0.26120,63.32,,9.70
0.26130,63.27,,10.18
0.26140,63.16,,10.19
0.26150,63.08,,10.18
0.26160,62.95,,9.70
0.26170,62.76,,9.57
0.26180,62.49,,9.36
0.26190,62.17,,9.58
0.26200,61.88,,9.80
0.26210,61.58,,9.81
0.26220,61.26,,9.93
0.26230,60.93,,9.81
0.26240,60.54,,9.69
0.26250,60.14,,9.81
0.26260,59.77,,9.80
0.26270,59.45,,10.06
0.26280,59.13,,9.93
0.26290,58.84,,9.94
0.26300,58.51,,9.70
0.26310,58.20,,9.80
0.26320,57.94,,9.70
0.26330,57.73,,9.80
0.26340,57.55,,9.94
0.26350,57.37,,9.80
0.26360,57.19,,9.81
0.26370,57.02,,9.69
0.26380,56.83,,9.81
0.26390,56.74,,9.81
0.26400,56.73,,10.05
0.26410,56.80,,9.94
0.26420,56.88,,9.93
0.26430,56.99,,9.70
0.26440,57.15,,9.80
0.26450,57.35,,9.81
0.26460,57.58,,9.93
0.26470,57.82,,9.81
0.26480,58.09,,10.05
0.26490,58.38,,9.94
0.26500,58.72,,9.81
0.26510,59.11,,9.80
0.26520,59.53,,9.81
0.26530,59.98,,9.80
0.26540,60.45,,9.94
0.26550,60.89,,9.93
0.26560,61.34,,9.94
0.26570,61.75,,9.93
0.26580,62.20,,9.94
0.26590,62.65,,9.94
0.26600,63.10,,9.93
0.26610,63.51,,9.81
0.26620,63.91,,9.93
0.26630,64.25,,9.94
0.26640,64.58,,9.93
0.26650,64.89,,9.94
0.26660,65.20,,9.80
0.26670,65.48,,9.94
0.26680,65.71,,9.93
0.26690,65.92,,9.94
0.26700,66.11,,10.06
0.26710,66.31,,9.93
0.26720,66.53,,10.06
0.26730,66.76,,9.93
0.26740,66.97,,9.94
0.26750,67.19,,9.93
0.26760,67.38,,9.94
0.26770,67.56,,9.93
0.26780,67.78,,9.94
0.26790,68.02,,9.94
0.26800,68.27,,9.93
0.26810,68.49,,9.94
0.26820,68.68,,10.05
0.26830,68.82,,9.94
0.26840,68.94,,10.05
0.26850,69.05,,10.06
0.26860,69.18,,9.93
0.26870,69.33,,9.94
0.26880,69.47,,9.80
0.26890,69.57,,9.94
0.26900,69.65,,10.06
0.26910,69.71,,10.05
0.26920,69.75,,10.06
0.26930,69.81,,9.93
0.26940,69.83,,9.94
0.26950,69.84,,9.93
0.26960,69.86,,10.06
0.26970,69.89,,9.93
0.26980,69.96,,10.06
0.26990,70.03,,9.93
0.27000,70.09,,10.06
0.27010,70.13,,9.94
0.27020,70.14,,10.05
0.27030,70.15,,10.06
0.27040,70.18,,10.05
0.27050,70.20,,10.06
0.27060,70.20,,9.80
0.27070,70.14,,9.81
0.27080,70.00,,9.80
0.27090,69.80,,9.94
0.27100,69.60,,10.19
0.27110,69.41,,10.31
0.27120,69.22,,10.06
0.27130,68.98,,9.93
0.27140,68.66,,9.81
0.27150,68.29,,9.80
0.27160,67.91,,9.94
0.27170,67.52,,10.18
0.27180,67.11,,10.32
0.27190,66.68,,10.05
0.27200,66.26,,9.94
0.27210,65.81,,9.94
0.27220,65.42,,9.80
0.27230,65.00,,9.94
0.27240,64.59,,10.05
0.27250,64.19,,10.19
0.27260,63.79,,10.05
0.27270,63.43,,10.06
0.27280,63.09,,10.05
0.27290,62.72,,9.94
0.27300,62.37,,9.81
0.27310,61.97,,9.93
0.27320,61.51,,9.94
0.27330,61.01,,10.05
0.27340,60.48,,10.06
0.27350,60.00,,9.93
0.27360,59.60,,10.06
0.27370,59.15,,10.05
0.27380,58.71,,10.06
0.27390,58.19,,10.05
0.27400,57.64,,10.06
0.27410,57.12,,9.94
0.27420,56.54,,9.93
0.27430,55.99,,10.06
0.27440,55.44,,9.93
0.27450,54.89,,9.94
0.27460,54.36,,9.93
0.27470,53.84,,10.19
0.27480,53.34,,10.05
0.27490,52.85,,9.94
0.27500,52.37,,9.94
0.27510,51.96,,10.05
0.27520,51.59,,10.06
0.27530,51.28,,10.05
0.27540,51.02,,10.06
0.27550,50.83,,9.80
0.27560,50.64,,9.94
0.27570,50.41,,9.80
0.27580,50.21,,10.06
0.27590,49.97,,9.93
0.27600,49.78,,10.19
0.27610,49.66,,10.19
0.27620,49.61,,9.93
0.27630,49.60,,9.94
0.27640,49.58,,9.93
0.27650,49.55,,9.94
0.27660,49.57,,9.93
0.27670,49.64,,10.06
0.27680,49.79,,10.05
0.27690,50.00,,9.94
0.27700,50.28,,9.94
0.27710,50.62,,9.80
0.27720,50.99,,9.94
0.27730,51.39,,10.18
0.27740,51.87,,10.06
0.27750,52.46,,10.05
0.27760,53.17,,9.94
0.27770,53.95,,9.80
0.27780,54.79,,9.94
0.27790,55.65,,9.80
0.27800,56.56,,9.94
0.27810,57.51,,9.81
0.27820,58.42,,9.93
0.27830,59.29,,9.94
0.27840,60.12,,9.93
0.27850,60.91,,10.06
0.27860,61.74,,10.18
0.27870,62.57,,9.94
0.27880,63.47,,9.80
0.27890,64.39,,9.81
0.27900,65.26,,9.70
0.27910,66.12,,9.80
0.27920,66.93,,10.06
0.27930,67.68,,10.18
0.27940,68.43,,10.06
0.27950,69.16,,10.05
0.27960,69.85,,9.94
0.27970,70.51,,9.69
0.27980,71.09,,9.70
0.27990,71.62,,9.93
0.28000,72.05,,9.94
0.28010,72.43,,10.06
0.28020,72.78,,9.93
0.28030,73.05,,9.70
0.28040,73.21,,9.69
0.28050,73.25,,9.70
0.28060,73.16,,10.05
0.28070,73.05,,10.19
0.28080,72.89,,10.31
0.28090,72.66,,10.06
0.28100,72.29,,9.70
0.28110,71.80,,9.80
0.28120,71.31,,9.81
0.28130,70.82,,9.93
0.28140,70.34,,10.06
0.28150,69.85,,9.93
0.28160,69.31,,9.81
0.28170,68.76,,9.80
0.28180,68.23,,9.94
0.28190,67.74,,9.93
0.28200,67.34,,10.06
0.28210,66.96,,10.32
0.28220,66.67,,9.93
0.28230,66.44,,9.81
0.28240,66.25,,9.57
0.28250,66.11,,9.70
0.28260,66.05,,9.69
0.28270,66.06,,10.06
0.28280,66.15,,9.93
0.28290,66.30,,10.06
0.28300,66.48,,9.81
0.28310,66.70,,9.57
0.28320,66.92,,9.58
0.28330,67.20,,9.69
0.28340,67.52,,9.94
0.28350,67.94,,10.18
0.28360,68.45,,10.06
0.28370,68.99,,9.93
0.28380,69.56,,9.70
0.28390,70.22,,9.57
0.28400,70.91,,9.58
0.28410,71.68,,9.58
0.28420,72.46,,9.80
0.28430,73.23,,9.81
0.28440,74.03,,9.80
0.28450,74.83,,9.81
0.28460,75.65,,9.69
0.28470,76.46,,9.58
0.28480,77.23,,9.69
0.28490,78.01,,9.81
0.28500,78.76,,9.81
0.28510,79.51,,9.69
0.28520,80.19,,9.47
0.28530,80.83,,9.34
0.28540,81.44,,9.47
0.28550,82.03,,9.57
0.28560,82.57,,9.81
0.28570,83.06,,9.80
0.28580,83.45,,9.70
0.28590,83.76,,9.69
0.28600,83.98,,9.47
0.28610,84.14,,9.47
0.28620,84.26,,9.57
0.28630,84.38,,9.58
0.28640,84.48,,9.57
0.28650,84.53,,9.47
0.28660,84.52,,9.45
0.28670,84.44,,9.47
0.28680,84.30,,9.45
0.28690,84.10,,9.58
0.28700,83.87,,9.58
0.28710,83.60,,9.45
0.28720,83.27,,9.47
0.28730,82.90,,9.45
0.28740,82.49,,9.47
0.28750,82.02,,9.34
0.28760,81.48,,9.25
0.28770,80.86,,9.23
0.28780,80.19,,9.36
0.28790,79.50,,9.57
0.28800,78.81,,9.47
0.28810,78.09,,9.36
0.28820,77.26,,9.23
0.28830,76.32,,9.15
0.28840,75.30,,9.23
0.28850,74.30,,9.47
0.28860,73.37,,9.45
0.28870,72.45,,9.36
0.28880,71.52,,9.34
0.28890,70.54,,9.04
0.28900,69.56,,9.15
0.28910,68.58,,9.13
0.28920,67.68,,9.25
0.28930,66.85,,9.34
0.28940,66.07,,9.25
0.28950,65.33,,9.13
0.28960,64.60,,9.15
0.28970,63.93,,9.02
0.28980,63.29,,9.15
0.28990,62.71,,9.02
0.29000,62.16,,9.04
0.29010,61.61,,8.94
0.29020,61.11,,9.02
0.29030,60.64,,9.04
0.29040,60.22,,9.02
0.29050,59.82,,8.94
0.29060,59.43,,8.92
0.29070,59.11,,8.94
0.29080,58.81,,8.92
0.29090,58.54,,8.94
0.29100,58.28,,9.04
0.29110,58.06,,9.13
0.29120,57.88,,8.84
0.29130,57.76,,8.63
0.29140,57.66,,8.47
0.29150,57.56,,8.73
0.29160,57.51,,8.84
0.29170,57.46,,9.02
0.29180,57.38,,9.15
0.29190,57.25,,8.82
0.29200,57.03,,8.84
0.29210,56.73,,8.84
0.29220,56.35,,8.82
0.29230,55.91,,8.75
0.29240,55.38,,8.73
0.29250,54.78,,8.65
0.29260,54.13,,8.63
0.29270,53.38,,8.75
0.29280,52.49,,8.82
0.29290,51.49,,8.94
0.29300,50.41,,8.75
0.29310,49.24,,8.73
0.29320,48.01,,8.84
0.29330,46.83,,8.73
0.29340,45.67,,8.75
0.29350,44.55,,8.63
0.29360,43.37,,8.47
0.29370,42.16,,8.63
0.29380,40.99,,8.75
0.29390,39.89,,8.92
0.29400,38.88,,8.94
0.29410,37.93,,8.75
0.29420,37.06,,8.54
0.29430,36.24,,8.56
0.29440,35.51,,8.63
0.29450,34.91,,8.84
0.29460,34.41,,8.73
0.29470,33.97,,8.65
0.29480,33.57,,8.45
0.29490,33.26,,8.47
0.29500,33.05,,8.56
0.29510,32.99,,8.73
0.29520,33.04,,8.75
0.29530,33.21,,8.63
0.29540,33.43,,8.47
0.29550,33.66,,8.54
0.29560,33.95,,8.65
0.29570,34.29,,8.82
0.29580,34.72,,8.56
0.29590,35.21,,8.45
0.29600,35.77,,8.38
0.29610,36.41,,8.30
0.29620,37.07,,8.54
0.29630,37.76,,8.75
0.29640,38.49,,8.73
0.29650,39.24,,8.75
0.29660,40.03,,8.54
0.29670,40.81,,8.47
0.29680,41.62,,8.36
0.29690,42.39,,8.56
0.29700,43.14,,8.54
0.29710,43.87,,8.56
0.29720,44.57,,8.47
0.29730,45.27,,8.45
0.29740,45.92,,8.56
0.29750,46.47,,8.54
0.29760,46.92,,8.65
0.29770,47.29,,8.63
0.29780,47.63,,8.56
0.29790,47.93,,8.27
0.29800,48.19,,8.38
0.29810,48.38,,8.65
0.29820,48.56,,8.73
0.29830,48.74,,8.75
0.29840,48.86,,8.45
0.29850,48.95,,8.38
0.29860,49.00,,8.45
0.29870,49.03,,8.47
0.29880,49.09,,8.63
0.29890,49.20,,8.65
0.29900,49.33,,8.73
